Year,Month,ClimateRegionIndex,SpeciesName,CohortAge,CohortWoodBiomass,CohortLeafBiomass,CohortBiomass,MortalityAGEwoodBiomass,MortalityAGEleafBiomass,MortalityTHINwoodBiomass,MortalityTHINleafBiomass,BaseLAI,SeaonalAdjustLAI,ActualLAI,SiteLAI,TreeLAI,GrowthLimitLAI,GrowthLimitSoilWater,GrowthLimitT,GrowthLimitN,GrowthLimitLAIcompetition,MaximumANPP,ActualWoodANPP,ActualLeafANPP,DeltaWood,DeltaLeaf,CohortMaximumBiomass,TotalSiteBiomass,AvailableWater,SoilTemperature,MineralNalloc,ResorbedNalloc,MineralNconsumed,ResorbedNconsumed,TotalNDemand,
30, 5, 1, QUAL, 31, 5103.6, 20.7, 5124.3, 0, 0, 15.413, 0, 2.7, 1, 2.7, 2.7, 2.7, 0.72, 0.1, 0.97, 1, 0.68, 380, 15.098, 3.7744, -0.316, 3.7744, 37000, 5124, 2.3, 20.9, 1.815, 0.202, 0.034, 0.202, 0.236, 
30, 6, 1, QUAL, 32, 5103.3, 24.5, 5127.7, 0, 0, 15.32, 0, 2.7, 1, 2.7, 2.7, 2.7, 0.72, 0.01, 1, 1, 0.68, 380, 1.498, 0.3746, -13.822, 0.3746, 37000, 5127, 2, 24.7, 1.972, 0, 0.023, 0, 0.023, 
30, 7, 1, QUAL, 32, 5089.4, 24.9, 5114.3, 0, 0, 15.38, 0, 2.7, 1, 2.7, 2.7, 2.7, 0.72, 0.11, 1, 1, 0.68, 380, 16.545, 4.1361, 1.164, 4.1361, 37000, 5114, 3, 24.1, 2.128, 0.225, 0.258, 0, 0.258, 
30, 8, 1, QUAL, 32, 5090.6, 29, 5119.6, 0, 0, 15.282, 0, 2.7, 1, 2.7, 2.7, 2.7, 0.72, 0.01, 1, 1, 0.68, 380, 1.497, 0.3744, -13.785, 0.3744, 37000, 5119, 1.6, 25.6, 2.045, 0.225, 0.023, 0, 0.023, 
30, 9, 1, QUAL, 32, 5076.8, 29.4, 5106.2, 0, 0, 15.281, 0, 2.7, 1, 2.7, 2.7, 2.7, 0.72, 0.05, 0.95, 1, 0.68, 380, 7.517, 1.8793, -7.764, 1.8793, 37000, 5106, 1.6, 19.6, 2.194, 0.225, 0.117, 0, 0.117, 
30, 10, 1, QUAL, 32, 5069, 31.2, 5100.3, 0, 0, 15.216, 31.24796, 2.7, 1, 2.7, 2.7, 2.7, 0.72, 0.01, 0.84, 1, 0.68, 380, 1.261, 0.3152, -13.955, -30.9327, 37000, 5100, 0.3, 14.3, 2.243, 0.225, 0.02, 0, 0.02, 
30, 11, 1, QUAL, 32, 5055.1, 0.3, 5055.4, 0, 0, 15.171, 0.31525, 2.7, 0.12, 1, 1, 1, 0.37, 0.01, 0.81, 1, 0.87, 380, 0.804, 0.201, -14.367, -0.1143, 37000, 5055, 0, 12.9, 2.395, 0.811, 0.013, 0, 0.013, 
30, 12, 1, QUAL, 32, 5040.7, 0.2, 5040.9, 0, 0, 15.122, 0.20095, 2.7, 0.08, 0, 0, 0, 0, 1, 0.71, 1, 1, 380, 0, 0, -15.123, -0.201, 37000, 5040, 3.2, 8.2, 2.558, 0.817, 0, 0, 0, 
30, 1, 1, QUAL, 32, 5025.6, 0, 5025.6, 0, 0, 15.077, 0, 2.7, 0, 0, 0, 0, 0, 1, 0.62, 1, 1, 380, 0, 0, -15.077, 0, 37000, 5025, 3.2, 4.3, 2.727, 0.821, 0, 0, 0, 
30, 2, 1, QUAL, 32, 5010.5, 0, 5010.5, 0, 0, 15.032, 0, 2.7, 0, 0, 0, 0, 0, 1, 0.7, 1, 1, 380, 0, 0, -15.032, 0, 37000, 5010, 6.6, 7.7, 2.931, 0.821, 0, 0, 0, 
30, 3, 1, QUAL, 32, 4995.5, 0, 4995.5, 0, 0, 14.986, 0, 2.7, 0, 0, 0, 0, 0, 1, 0.71, 1, 1, 380, 0, 0, -14.987, 0, 37000, 4995, 11.9, 8.6, 3.112, 0.821, 0, 0, 0, 
30, 4, 1, QUAL, 32, 4980.5, 0, 4980.5, 0, 0, 15.113, 0, 2.7, 0, 1, 1, 1, 0.37, 0.3, 0.88, 1, 0.87, 380, 26.309, 6.5773, 11.196, 6.5773, 37000, 4980, 2, 15.9, 3.241, 0.821, 0, 0.411, 0.411, 
30, 5, 1, QUAL, 32, 4991.7, 6.6, 4998.3, 0, 0, 14.995, 0, 2.7, 0.94, 2.5, 2.5, 2.5, 0.7, 0.02, 0.95, 1, 0.7, 380, 3.02, 0.7549, -11.976, 0.7549, 37000, 4998, 1.7, 19.6, 3.398, 0.41, 0, 0.047, 0.047, 
30, 6, 1, QUAL, 33, 4979.7, 7.3, 4987.1, 0, 0, 15.021, 0, 2.7, 0.96, 2.6, 2.6, 2.6, 0.7, 0.08, 1, 1, 0.7, 380, 12.612, 3.1529, -2.41, 3.1529, 37000, 4987, 2.8, 24.4, 3.561, 0.363, 0, 0.197, 0.197, 
30, 7, 1, QUAL, 33, 4977.3, 10.5, 4987.8, 0, 0, 14.942, 0, 2.7, 0.99, 2.7, 2.7, 2.7, 0.71, 0.01, 0.99, 1, 0.69, 380, 1.481, 0.3704, -13.461, 0.3704, 37000, 4987, 2.1, 26.8, 3.712, 0, 0.023, 0, 0.023, 
30, 8, 1, QUAL, 33, 4963.9, 10.9, 4974.7, 0, 0, 14.925, 0, 2.7, 0.99, 2.7, 2.7, 2.7, 0.71, 0.03, 1, 1, 0.69, 380, 5.207, 1.3018, -9.719, 1.3018, 37000, 4974, 2.5, 25.3, 3.844, 0, 0.081, 0, 0.081, 
30, 9, 1, QUAL, 33, 4954.1, 12.2, 4966.3, 0, 0, 15.136, 0, 2.7, 0.99, 2.7, 2.7, 2.7, 0.72, 0.29, 0.99, 1, 0.69, 380, 42.199, 10.5499, 27.063, 10.5499, 37000, 4966, 3.2, 22.6, 3.919, 0, 0.659, 0, 0.659, 
30, 10, 1, QUAL, 33, 4981.2, 22.7, 5003.9, 0, 0, 15.806, 22.70713, 2.7, 1, 2.7, 2.7, 2.7, 0.72, 1, 0.88, 1, 0.69, 380, 131.555, 32.8887, 115.749, 10.1816, 37000, 5003, 10.5, 16, 3.437, 0, 2.054, 0, 2.054, 
30, 11, 1, QUAL, 33, 5096.9, 32.9, 5129.8, 0, 0, 16.027, 32.88873, 2.7, 1, 2.7, 2.7, 2.7, 0.72, 1, 0.72, 1, 0.68, 380, 108.559, 27.1397, 92.531, -5.7491, 37000, 5129, 9.5, 9, 1.659, 0.425, 0, 0, 1.695, 
30, 12, 1, QUAL, 33, 5189.5, 27.1, 5216.6, 0, 0, 15.568, 27.13965, 2.7, 1, 0, 0, 0, 0, 1, 0.63, 1, 1, 380, 0, 0, -15.569, -27.1397, 37000, 5216, 7.3, 4.7, 0.421, 1.042, 0, 0, 0, 
30, 1, 1, QUAL, 33, 5173.9, 0, 5173.9, 0, 0, 15.522, 0, 2.7, 0, 0, 0, 0, 0, 1, 0.67, 1, 1, 380, 0, 0, -15.522, 0, 37000, 5173, 11.4, 6.3, 0.747, 1.55, 0, 0, 0, 
30, 2, 1, QUAL, 33, 5158.4, 0, 5158.4, 0, 0, 15.475, 0, 2.7, 0, 0, 0, 0, 0, 1, 0.66, 1, 1, 380, 0, 0, -15.476, 0, 37000, 5158, 6.4, 5.9, 1.041, 1.55, 0, 0, 0, 
30, 3, 1, QUAL, 33, 5142.9, 0, 5142.9, 0, 0, 15.429, 0, 2.7, 0, 0, 0, 0, 0, 1, 0.77, 1, 1, 380, 0, 0, -15.429, 0, 37000, 5142, 9.8, 11, 1.34, 1.55, 0, 0, 0, 
30, 4, 1, QUAL, 33, 5127.5, 0, 5127.5, 0, 0, 15.482, 0, 2.7, 0, 1, 1, 1, 0.37, 0.16, 0.9, 1, 0.87, 380, 14.744, 3.6859, -0.739, 3.6859, 37000, 5127, 1.7, 17.2, 1.619, 1.55, 0, 0.23, 0.23, 
30, 5, 1, QUAL, 33, 5126.7, 3.7, 5130.4, 0, 0, 15.389, 0, 2.7, 0.79, 2.2, 2.2, 2.2, 0.64, 0.01, 0.94, 1, 0.74, 380, 1.347, 0.3368, -14.043, 0.3368, 37000, 5130, 1.3, 19.2, 1.833, 1.32, 0, 0.021, 0.021, 
30, 6, 1, QUAL, 34, 5112.7, 4, 5116.7, 0, 0, 15.348, 0, 2.7, 0.82, 2.2, 2.2, 2.2, 0.65, 0.01, 1, 1, 0.73, 380, 1.444, 0.3611, -13.904, 0.3611, 37000, 5116, 0.9, 24.8, 2.015, 1.299, 0, 0.023, 0.023, 
30, 7, 1, QUAL, 34, 5098.8, 4.4, 5103.2, 0, 0, 15.636, 0, 2.7, 0.84, 2.3, 2.3, 2.3, 0.66, 0.35, 1, 1, 0.72, 380, 50.431, 12.6077, 34.794, 12.6077, 37000, 5103, 5.1, 25, 2.206, 0, 0.787, 0, 0.787, 
30, 8, 1, QUAL, 34, 5133.6, 17, 5150.6, 0, 0, 15.728, 0, 2.7, 1, 2.7, 2.7, 2.7, 0.72, 0.32, 1, 1, 0.68, 380, 47.927, 11.9818, 32.199, 11.9818, 37000, 5150, 4.8, 25.6, 1.707, 0, 0.748, 0, 0.748, 
30, 9, 1, QUAL, 34, 5165.8, 29, 5194.8, 0, 0, 15.998, 0, 2.7, 1, 2.7, 2.7, 2.7, 0.72, 0.5, 0.96, 1, 0.68, 380, 72.552, 18.1381, 56.554, 18.1381, 37000, 5194, 3.9, 20.5, 1.346, 0, 1.133, 0, 1.133, 
30, 10, 1, QUAL, 34, 5222.3, 47.1, 5269.5, 0, 0, 15.938, 47.11145, 2.8, 1, 2.8, 2.8, 2.8, 0.73, 0.3, 0.86, 1, 0.68, 380, 38.515, 9.6288, 22.576, -37.4827, 37000, 5269, 1.7, 15.2, 0.739, 0, 0.601, 0, 0.601, 
30, 11, 1, QUAL, 34, 5244.9, 9.6, 5254.5, 0, 0, 16.354, 9.62879, 2.8, 0.98, 2.7, 2.7, 2.7, 0.72, 0.76, 0.81, 0.96, 0.68, 380, 88.295, 22.0739, 71.941, 12.4451, 37000, 5254, 2, 12.6, 0.496, 0.883, 0, 0, 1.378, 
30, 12, 1, QUAL, 34, 5316.9, 22.1, 5338.9, 0, 0, 15.951, 22.07385, 2.8, 1, 0, 0, 0, 0, 1, 0.63, 1, 1, 380, 0, 0, -15.951, -22.0739, 37000, 5338, 3.4, 4.5, 0.528, 1.063, 0, 0, 0, 
30, 1, 1, QUAL, 34, 5300.9, 0, 5300.9, 0, 0, 15.903, 0, 2.8, 0, 0, 0, 0, 0, 1, 0.58, 1, 1, 380, 0, 0, -15.903, 0, 37000, 5300, 3.9, 2.4, 0.865, 1.477, 0, 0, 0, 
30, 2, 1, QUAL, 34, 5285, 0, 5285, 0, 0, 15.855, 0, 2.8, 0, 0, 0, 0, 0, 1, 0.64, 1, 1, 380, 0, 0, -15.856, 0, 37000, 5285, 8.9, 4.9, 1.162, 1.477, 0, 0, 0, 
30, 3, 1, QUAL, 34, 5269.2, 0, 5269.2, 0, 0, 15.807, 0, 2.8, 0, 0, 0, 0, 0, 1, 0.78, 1, 1, 380, 0, 0, -15.808, 0, 37000, 5269, 20.3, 11.5, 1.445, 1.477, 0, 0, 0, 
30, 4, 1, QUAL, 34, 5253.3, 0, 5253.3, 0, 0, 16.357, 0, 2.8, 0, 1, 1, 1, 0.37, 1, 0.86, 1, 0.87, 380, 85.102, 21.2756, 68.745, 21.2756, 37000, 5253, 12.8, 15, 1.679, 1.477, 0, 1.329, 1.329, 
30, 5, 1, QUAL, 34, 5322.1, 21.3, 5343.4, 0, 0, 16.878, 0, 2.8, 1, 2.8, 2.8, 2.8, 0.73, 1, 0.93, 0.91, 0.68, 380, 126.946, 31.7365, 110.068, 31.7365, 37000, 5343, 10.3, 18.8, 1.834, 0.148, 1.834, 0.148, 1.982, 
30, 6, 1, QUAL, 35, 5432.2, 53, 5485.2, 0.001, 1E-05, 16.619, 0, 2.8, 1, 2.8, 2.8, 2.8, 0.73, 0.68, 0.99, 0.42, 0.68, 380, 43.249, 10.8121, 26.629, 10.8121, 37000, 5485, 6.7, 22.9, 0.675, 0, 0.675, 0, 0.675, 
30, 7, 1, QUAL, 35, 5458.8, 63.8, 5522.6, 0.001, 1E-05, 16.515, 0, 2.8, 1, 2.8, 2.8, 2.8, 0.73, 0.12, 1, 1, 0.67, 380, 18.468, 4.617, 1.952, 4.617, 37000, 5522, 3.5, 25.8, 0.659, 1.061, 0.288, 0, 0.288, 
30, 8, 1, QUAL, 35, 5460.7, 68.4, 5529.2, 0.001, 1E-05, 16.858, 0, 2.8, 1, 2.8, 2.8, 2.8, 0.73, 0.42, 1, 1, 0.67, 380, 63.162, 15.7905, 46.303, 15.7905, 37000, 5529, 4.9, 23.8, 0.719, 1.061, 0, 0, 0.986, 
30, 9, 1, QUAL, 35, 5507, 84.2, 5591.3, 0.001, 1E-05, 17.31, 0, 2.8, 1, 2.8, 2.8, 2.8, 0.73, 1, 0.97, 0.71, 0.67, 380, 103.059, 25.7647, 85.748, 25.7647, 37000, 5591, 11.3, 21.2, 0.548, 1.061, 0, 0, 1.609, 
30, 10, 1, QUAL, 35, 5592.8, 110, 5702.8, 0.001, 1E-05, 17.167, 109.99638, 2.8, 1, 2.8, 2.8, 2.8, 0.74, 0.37, 0.89, 1, 0.67, 380, 49.411, 12.3527, 32.243, -97.6437, 37000, 5702, 2.1, 16.7, 0.675, 1.061, 0, 0, 0.771, 
30, 11, 1, QUAL, 35, 5625, 12.4, 5637.4, 0.001, 0, 17.782, 12.35267, 2.8, 0.99, 2.8, 2.8, 2.8, 0.74, 1, 0.78, 1, 0.67, 380, 117.084, 29.2709, 99.301, 16.9183, 37000, 5637, 6, 11.4, 0.407, 3.121, 0, 0, 1.828, 
30, 12, 1, QUAL, 35, 5724.3, 29.3, 5753.6, 0.001, 0, 17.173, 29.27094, 2.9, 1, 0, 0, 0, 0, 1, 0.65, 1, 1, 380, 0, 0, -17.174, -29.2709, 37000, 5753, 5.1, 5.4, 0.512, 3.353, 0, 0, 0, 
30, 1, 1, QUAL, 35, 5707.2, 0, 5707.2, 0.001, 0, 17.121, 0, 2.9, 0, 0, 0, 0, 0, 1, 0.6, 1, 1, 380, 0, 0, -17.122, 0, 37000, 5707, 3.7, 3.1, 0.818, 3.901, 0, 0, 0, 
30, 2, 1, QUAL, 35, 5690, 0, 5690, 0.001, 0, 17.07, 0, 2.9, 0, 0, 0, 0, 0, 1, 0.63, 1, 1, 380, 0, 0, -17.071, 0, 37000, 5690, 6.1, 4.7, 1.106, 3.901, 0, 0, 0, 
30, 3, 1, QUAL, 35, 5673, 0, 5673, 0.001, 0, 17.019, 0, 2.9, 0, 0, 0, 0, 0, 1, 0.78, 1, 1, 380, 0, 0, -17.019, 0, 37000, 5672, 7, 11.4, 1.374, 3.901, 0, 0, 0, 
30, 4, 1, QUAL, 35, 5655.9, 0, 5655.9, 0.001, 0, 17.481, 0, 2.9, 0, 1, 1, 1, 0.37, 0.77, 0.87, 1, 0.87, 380, 65.898, 16.4745, 48.417, 16.4745, 37000, 5655, 3.4, 15.4, 1.627, 3.901, 0, 1.029, 1.029, 
30, 5, 1, QUAL, 35, 5704.4, 16.5, 5720.8, 0.001, 0, 17.148, 0, 2.9, 1, 2.9, 2.9, 2.9, 0.74, 0.03, 0.99, 1, 0.67, 380, 4.353, 1.0883, -12.795, 1.0883, 37000, 5720, 2.1, 22.4, 1.797, 2.873, 0, 0.068, 0.068, 
30, 6, 1, QUAL, 36, 5691.6, 17.6, 5709.1, 0.001, 0, 17.283, 0, 2.9, 1, 2.9, 2.9, 2.9, 0.74, 0.18, 1, 1, 0.67, 380, 26.373, 6.5933, 9.09, 6.5933, 37000, 5709, 3.4, 23.9, 1.988, 2.805, 0, 0.412, 0.412, 
30, 7, 1, QUAL, 36, 5700.7, 24.2, 5724.8, 0.001, 0, 17.244, 0, 2.9, 1, 2.9, 2.9, 2.9, 0.74, 0.12, 0.99, 1, 0.67, 380, 17.992, 4.498, 0.747, 4.498, 37000, 5724, 3.7, 26.7, 2.152, 0, 0.281, 0, 0.281, 
30, 8, 1, QUAL, 36, 5701.4, 28.7, 5730.1, 0.001, 0, 17.116, 0, 2.9, 1, 2.9, 2.9, 2.9, 0.74, 0.01, 1, 1, 0.67, 380, 1.5, 0.375, -15.617, 0.3749, 37000, 5730, 2, 26.2, 2.037, 0, 0.023, 0, 0.023, 
30, 9, 1, QUAL, 36, 5685.8, 29, 5714.8, 0.001, 0, 17.069, 0, 2.9, 1, 2.9, 2.9, 2.9, 0.74, 0.01, 0.99, 1, 0.67, 380, 1.496, 0.3739, -15.574, 0.3739, 37000, 5714, 0, 23.3, 2.173, 0, 0.023, 0, 0.023, 
30, 10, 1, QUAL, 36, 5670.2, 29.4, 5699.6, 0.001, 0, 18.063, 29.40294, 2.9, 1, 2.9, 2.9, 2.9, 0.74, 1, 0.89, 1, 0.67, 380, 133.779, 33.4449, 115.716, 4.0419, 37000, 5699, 5.1, 16.5, 2.335, 0, 2.088, 0, 2.088, 
30, 11, 1, QUAL, 36, 5785.9, 33.4, 5819.4, 0.001, 0, 18.086, 33.44487, 2.9, 1, 2.9, 2.9, 2.9, 0.74, 1, 0.77, 0.77, 0.67, 380, 89.773, 22.4433, 71.687, -11.0016, 37000, 5819, 6.7, 11, 0.851, 0.551, 0, 0, 1.401, 
30, 12, 1, QUAL, 36, 5857.6, 22.4, 5880.1, 0.001, 0, 17.573, 22.44328, 2.9, 1, 0, 0, 0, 0, 1, 0.62, 1, 1, 380, 0, 0, -17.573, -22.4433, 37000, 5880, 6.8, 4.2, 0.52, 1.178, 0, 0, 0, 
30, 1, 1, QUAL, 36, 5840, 0, 5840, 0.001, 0, 17.52, 0, 2.9, 0, 0, 0, 0, 0, 1, 0.65, 1, 1, 380, 0, 0, -17.521, 0, 37000, 5840, 7.5, 5.8, 0.827, 1.598, 0, 0, 0, 
30, 2, 1, QUAL, 36, 5822.5, 0, 5822.5, 0.001, 0, 17.468, 0, 2.9, 0, 0, 0, 0, 0, 1, 0.67, 1, 1, 380, 0, 0, -17.468, 0, 37000, 5822, 9.4, 6.7, 1.125, 1.598, 0, 0, 0, 
30, 3, 1, QUAL, 36, 5805.1, 0, 5805.1, 0.001, 0, 17.415, 0, 2.9, 0, 0, 0, 0, 0, 1, 0.73, 1, 1, 380, 0, 0, -17.416, 0, 37000, 5805, 9.7, 9.1, 1.407, 1.598, 0, 0, 0, 
30, 4, 1, QUAL, 36, 5787.6, 0, 5787.6, 0.001, 0, 18.043, 0, 2.9, 0, 1, 1, 1, 0.37, 1, 0.85, 1, 0.87, 380, 84.486, 21.1215, 66.443, 21.1215, 37000, 5787, 4, 14.8, 1.662, 1.598, 0, 1.319, 1.319, 
30, 5, 1, QUAL, 36, 5854.1, 21.1, 5875.2, 0.001, 0, 17.662, 0, 2.9, 1, 2.9, 2.9, 2.9, 0.74, 0.09, 0.92, 1, 0.67, 380, 12.18, 3.045, -5.483, 3.045, 37000, 5875, 1.7, 17.9, 1.818, 0.279, 0, 0.19, 0.19, 
30, 6, 1, QUAL, 37, 5848.6, 24.2, 5872.8, 0.001, 0, 17.628, 0, 2.9, 1, 2.9, 2.9, 2.9, 0.74, 0.07, 1, 1, 0.67, 380, 10.063, 2.5157, -7.566, 2.5157, 37000, 5872, 2.6, 23.8, 2.006, 0.089, 0.068, 0.089, 0.157, 
30, 7, 1, QUAL, 37, 5841, 26.7, 5867.7, 0.001, 0, 17.535, 0, 2.9, 1, 2.9, 2.9, 2.9, 0.74, 0.01, 1, 1, 0.67, 380, 1.502, 0.3755, -16.034, 0.3755, 37000, 5867, 2.4, 26.1, 2.108, 2.309, 0.023, 0, 0.023, 
30, 8, 1, QUAL, 37, 5825, 27.1, 5852.1, 0.001, 0, 17.517, 0, 2.9, 1, 2.9, 2.9, 2.9, 0.74, 0.03, 1, 1, 0.67, 380, 5.145, 1.2864, -12.372, 1.2864, 37000, 5852, 2.6, 26.1, 2.255, 2.309, 0.08, 0, 0.08, 
30, 9, 1, QUAL, 37, 5812.6, 28.3, 5841, 0.001, 0, 18.261, 0, 2.9, 1, 2.9, 2.9, 2.9, 0.74, 0.7, 0.96, 1, 0.67, 380, 101.01, 25.2525, 82.748, 25.2525, 37000, 5840, 4.7, 20.3, 2.346, 2.309, 1.577, 0, 1.577, 
30, 10, 1, QUAL, 37, 5895.4, 53.6, 5949, 0.001, 1E-05, 18.748, 53.5966, 2.9, 1, 2.9, 2.9, 2.9, 0.74, 1, 0.84, 1, 0.67, 380, 126.812, 31.7031, 108.064, -21.8935, 37000, 5948, 5.6, 14.2, 1.25, 2.309, 0, 0, 1.98, 
30, 11, 1, QUAL, 37, 6003.4, 31.7, 6035.1, 0.001, 0, 19.001, 31.7031, 2.9, 1, 2.9, 2.9, 2.9, 0.75, 1, 0.77, 1, 0.66, 380, 115.897, 28.9742, 96.895, -2.7289, 37000, 6035, 12.8, 11, 0.629, 3.314, 0, 0, 1.809, 
30, 12, 1, QUAL, 37, 6100.3, 29, 6129.3, 0.001, 0, 18.301, 28.9742, 2.9, 1, 0, 0, 0, 0, 1, 0.7, 1, 1, 380, 0, 0, -18.302, -28.9742, 37000, 6129, 6.7, 8.1, 0.438, 3.908, 0, 0, 0, 
30, 1, 1, QUAL, 37, 6082, 0, 6082, 0.001, 0, 18.246, 0, 2.9, 0, 0, 0, 0, 0, 1, 0.7, 1, 1, 380, 0, 0, -18.247, 0, 37000, 6082, 6.9, 8.1, 0.829, 4.45, 0, 0, 0, 
30, 2, 1, QUAL, 37, 6063.8, 0, 6063.8, 0.001, 0, 18.191, 0, 2.9, 0, 0, 0, 0, 0, 1, 0.65, 1, 1, 380, 0, 0, -18.192, 0, 37000, 6063, 3.7, 5.8, 1.174, 4.45, 0, 0, 0, 
30, 3, 1, QUAL, 37, 6045.6, 0, 6045.6, 0.001, 0, 18.137, 0, 2.9, 0, 0, 0, 0, 0, 1, 0.76, 1, 1, 380, 0, 0, -18.137, 0, 37000, 6045, 2.4, 10.7, 1.473, 4.45, 0, 0, 0, 
30, 4, 1, QUAL, 37, 6027.5, 0, 6027.5, 0.001, 0, 18.43, 0, 2.9, 0, 1, 1, 1, 0.37, 0.46, 0.89, 1, 0.87, 380, 40.724, 10.1809, 22.293, 10.1809, 37000, 6027, 2.7, 16.8, 1.711, 4.45, 0, 0.636, 0.636, 
30, 5, 1, QUAL, 37, 6049.8, 10.2, 6059.9, 0.001, 0, 18.161, 0, 2.9, 0.99, 2.9, 2.9, 2.9, 0.74, 0.01, 0.93, 1, 0.67, 380, 1.4, 0.35, -16.762, 0.35, 37000, 6059, 1, 18.6, 1.886, 3.815, 0, 0.022, 0.022, 
30, 6, 1, QUAL, 38, 6033, 10.5, 6043.5, 0.001, 0, 19.129, 0, 2.9, 0.99, 2.9, 2.9, 2.9, 0.74, 0.8, 0.99, 1, 0.67, 380, 120.18, 30.0451, 101.051, 30.0451, 37000, 6043, 7.7, 23.5, 2.083, 3.793, 0, 1.876, 1.876, 
30, 7, 1, QUAL, 38, 6134, 40.6, 6174.6, 0.001, 0, 18.415, 0, 3, 1, 3, 3, 3, 0.75, 0.01, 1, 1, 0.66, 380, 1.508, 0.377, -16.908, 0.377, 37000, 6174, 1.9, 24.9, 2.167, 0, 0.024, 0, 0.024, 
30, 8, 1, QUAL, 38, 6117.1, 41, 6158.1, 0.001, 0, 18.364, 0, 2.9, 1, 2.9, 2.9, 2.9, 0.75, 0.01, 0.97, 1, 0.66, 380, 1.461, 0.3651, -16.904, 0.3651, 37000, 6158, 0.3, 28.2, 2.304, 0, 0.023, 0, 0.023, 
30, 9, 1, QUAL, 38, 6100.2, 41.3, 6141.5, 0.001, 0, 18.314, 0, 2.9, 1, 2.9, 2.9, 2.9, 0.75, 0.01, 0.99, 1, 0.66, 380, 1.492, 0.3729, -16.823, 0.3729, 37000, 6141, 0.5, 22.8, 2.454, 0, 0.023, 0, 0.023, 
30, 10, 1, QUAL, 38, 6083.4, 41.7, 6125.1, 0.001, 0, 19.363, 41.69108, 2.9, 1, 2.9, 2.9, 2.9, 0.75, 0.91, 0.92, 1, 0.66, 380, 127.333, 31.8331, 107.969, -9.858, 37000, 6125, 4.4, 18.3, 2.614, 0, 1.988, 0, 1.988, 
30, 11, 1, QUAL, 38, 6191.4, 31.8, 6223.2, 0.001, 0, 18.835, 31.83313, 3, 1, 3, 3, 3, 0.75, 0.26, 0.74, 1, 0.66, 380, 29.149, 7.2872, 10.313, -24.5459, 37000, 6223, 0.6, 9.6, 1.158, 0.781, 0.455, 0, 0.455, 
30, 12, 1, QUAL, 38, 6201.7, 7.3, 6209, 0.001, 0, 18.605, 7.28722, 3, 0.95, 0, 0, 0, 0, 1, 0.71, 1, 1, 380, 0, 0, -18.606, -7.2872, 37000, 6208, 7, 8.4, 0.995, 1.378, 0, 0, 0, 
30, 1, 1, QUAL, 38, 6183.1, 0, 6183.1, 0.001, 0, 18.549, 0, 3, 0, 0, 0, 0, 0, 1, 0.66, 1, 1, 380, 0, 0, -18.55, 0, 37000, 6183, 8.6, 6.2, 1.342, 1.514, 0, 0, 0, 
30, 2, 1, QUAL, 38, 6164.5, 0, 6164.5, 0.001, 0, 18.494, 0, 3, 0, 0, 0, 0, 0, 1, 0.62, 1, 1, 380, 0, 0, -18.494, 0, 37000, 6164, 4.2, 4.3, 1.608, 1.514, 0, 0, 0, 
30, 3, 1, QUAL, 38, 6146, 0, 6146, 0.001, 0, 18.438, 0, 3, 0, 0, 0, 0, 0, 1, 0.81, 1, 1, 380, 0, 0, -18.439, 0, 37000, 6146, 7.8, 13, 1.865, 1.514, 0, 0, 0, 
30, 4, 1, QUAL, 38, 6127.6, 0, 6127.6, 0.001, 0, 19.119, 0, 3, 0, 1, 1, 1, 0.37, 1, 0.85, 1, 0.87, 380, 84.23, 21.0574, 65.11, 21.0574, 37000, 6127, 5.3, 14.6, 2.007, 1.514, 0, 1.315, 1.315, 
30, 5, 1, QUAL, 38, 6192.7, 21.1, 6213.8, 0.001, 0, 18.591, 0, 3, 1, 3, 3, 3, 0.75, 0.01, 0.95, 1, 0.66, 380, 1.43, 0.3576, -17.161, 0.3576, 37000, 6213, 1.1, 19.7, 2.135, 0.199, 0, 0.022, 0.022, 
30, 6, 1, QUAL, 39, 6175.5, 21.4, 6197, 0.001, 0, 18.54, 0, 3, 1, 3, 3, 3, 0.75, 0.01, 1, 1, 0.66, 380, 1.505, 0.3764, -17.035, 0.3764, 37000, 6196, 1.9, 24.1, 2.31, 0.177, 0, 0.024, 0.024, 
30, 7, 1, QUAL, 39, 6158.5, 21.8, 6180.3, 0.001, 0, 18.542, 0, 3, 1, 3, 3, 3, 0.75, 0.05, 1, 1, 0.66, 380, 7.502, 1.8756, -11.04, 1.8756, 37000, 6180, 2.8, 25.6, 2.485, 0, 0.117, 0, 0.117, 
30, 8, 1, QUAL, 39, 6147.5, 23.7, 6171.1, 0.001, 0, 18.846, 0, 3, 1, 3, 3, 3, 0.75, 0.3, 1, 1, 0.66, 380, 45.672, 11.418, 26.825, 11.418, 37000, 6171, 4.3, 24.5, 2.545, 0, 0.713, 0, 0.713, 
30, 9, 1, QUAL, 39, 6174.3, 35.1, 6209.4, 0.001, 0, 19.449, 0, 3, 1, 3, 3, 3, 0.75, 0.71, 0.98, 1, 0.66, 380, 103.866, 25.9665, 84.416, 25.9665, 37000, 6209, 5.2, 21.5, 2.02, 0, 1.621, 0, 1.621, 
30, 10, 1, QUAL, 39, 6258.7, 61.1, 6319.8, 0.001, 1E-05, 18.879, 61.05138, 3, 1, 3, 3, 3, 0.75, 0.09, 0.84, 1, 0.66, 380, 11.224, 2.8059, -7.656, -58.2455, 37000, 6319, 0.9, 14, 1.015, 0, 0.175, 0, 0.175, 
