Year,Month,ClimateRegionIndex,SpeciesName,CohortAge,CohortWoodBiomass,CohortLeafBiomass,CohortBiomass,MortalityAGEwoodBiomass,MortalityAGEleafBiomass,MortalityTHINwoodBiomass,MortalityTHINleafBiomass,BaseLAI,SeaonalAdjustLAI,ActualLAI,SiteLAI,TreeLAI,GrowthLimitLAI,GrowthLimitSoilWater,GrowthLimitT,GrowthLimitN,GrowthLimitLAIcompetition,MaximumANPP,ActualWoodANPP,ActualLeafANPP,DeltaWood,DeltaLeaf,CohortMaximumBiomass,TotalSiteBiomass,AvailableWater,SoilTemperature,MineralNalloc,ResorbedNalloc,MineralNconsumed,ResorbedNconsumed,TotalNDemand,
30, 11, 1, QUAL, 39, 6251.1, 2.8, 6253.9, 0.001, 0, 19.656, 2.80589, 3, 0.69, 2.1, 2.1, 2.1, 0.62, 1, 0.71, 1, 0.75, 380, 100.223, 25.0559, 80.567, 22.25, 37000, 6253, 4.8, 8.3, 1.096, 1.144, 0, 0, 1.565, 
30, 12, 1, QUAL, 39, 6331.6, 25.1, 6356.7, 0.001, 0, 18.995, 25.05585, 3, 1, 0, 0, 0, 0, 1, 0.68, 1, 1, 380, 0, 0, -18.996, -25.0559, 37000, 6356, 9.1, 7.2, 0.507, 1.196, 0, 0, 0, 
30, 1, 1, QUAL, 39, 6312.6, 0, 6312.6, 0.001, 0, 18.938, 0, 3, 0, 0, 0, 0, 0, 1, 0.62, 1, 1, 380, 0, 0, -18.939, 0, 37000, 6312, 3.2, 4, 0.844, 1.666, 0, 0, 0, 
30, 2, 1, QUAL, 39, 6293.7, 0, 6293.7, 0.001, 0, 18.881, 0, 3, 0, 0, 0, 0, 0, 1, 0.7, 1, 1, 380, 0, 0, -18.882, 0, 37000, 6293, 7.1, 7.8, 1.158, 1.666, 0, 0, 0, 
30, 3, 1, QUAL, 39, 6274.8, 0, 6274.8, 0.001, 0, 18.824, 0, 3, 0, 0, 0, 0, 0, 1, 0.76, 1, 1, 380, 0, 0, -18.825, 0, 37000, 6274, 8.1, 10.8, 1.485, 1.666, 0, 0, 0, 
30, 4, 1, QUAL, 39, 6256, 0, 6256, 0.001, 0, 19.53, 0, 3, 0, 1, 1, 1, 0.37, 1, 0.85, 1, 0.87, 380, 84.543, 21.1359, 65.013, 21.1359, 37000, 6255, 7.3, 14.8, 1.735, 1.666, 0, 1.32, 1.32, 
30, 5, 1, QUAL, 39, 6321, 21.1, 6342.1, 0.001, 0, 19.277, 0, 3, 1, 3, 3, 3, 0.75, 0.24, 0.94, 1, 0.66, 380, 34.102, 8.5256, 14.825, 8.5256, 37000, 6342, 2.7, 19.3, 1.884, 0.346, 0.186, 0.346, 0.532, 
30, 6, 1, QUAL, 40, 6335.8, 29.7, 6365.5, 0.001, 0, 19.021, 0, 3, 1, 3, 3, 3, 0.75, 0.01, 1, 1, 0.66, 380, 1.507, 0.3768, -17.515, 0.3768, 37000, 6365, 1.2, 25.7, 1.904, 0, 0.024, 0, 0.024, 
40, 7, 1, QUAL, 40, 6318.3, 30, 6348.3, 0.001, 0, 18.969, 0, 3, 1, 3, 3, 3, 0.75, 0.01, 1, 1, 0.66, 380, 1.509, 0.3772, -17.461, 0.3772, 37000, 6348, 1.8, 24.8, 2.064, 0.568, 0.024, 0, 0.024, 
40, 8, 1, QUAL, 40, 6300.8, 30.4, 6331.3, 0.001, 0, 18.916, 0, 3, 1, 3, 3, 3, 0.75, 0.01, 1, 1, 0.66, 380, 1.508, 0.377, -17.409, 0.377, 37000, 6331, 1.9, 25.5, 2.216, 0.568, 0.024, 0, 0.024, 
40, 9, 1, QUAL, 40, 6283.4, 30.8, 6314.2, 0.001, 0, 18.974, 0, 3, 1, 3, 3, 3, 0.75, 0.09, 0.97, 1, 0.66, 380, 13.517, 3.3793, -5.457, 3.3793, 37000, 6314, 1.9, 21, 2.367, 0.568, 0.211, 0, 0.211, 
40, 10, 1, QUAL, 40, 6278, 34.2, 6312.2, 0.001, 0, 19.657, 34.17174, 3, 1, 3, 3, 3, 0.75, 0.7, 0.85, 1, 0.66, 380, 90.13, 22.5324, 70.472, -11.6394, 37000, 6312, 2.7, 14.9, 2.332, 0.568, 1.407, 0, 1.407, 
40, 11, 1, QUAL, 40, 6348.5, 22.5, 6371, 0.001, 0, 20.123, 22.53238, 3, 1, 3, 3, 3, 0.76, 1, 0.77, 1, 0.66, 380, 116.372, 29.0929, 96.248, 6.5605, 37000, 6370, 12.5, 11.1, 1.379, 1.208, 0, 0, 1.817, 
40, 12, 1, QUAL, 40, 6444.7, 29.1, 6473.8, 0.001, 0, 19.334, 29.09291, 3, 1, 0, 0, 0, 0, 1, 0.61, 1, 1, 380, 0, 0, -19.335, -29.0929, 37000, 6473, 8.3, 3.8, 0.502, 1.63, 0, 0, 0, 
40, 1, 1, QUAL, 40, 6425.4, 0, 6425.4, 0.001, 0, 19.276, 0, 3, 0, 0, 0, 0, 0, 1, 0.61, 1, 1, 380, 0, 0, -19.277, 0, 37000, 6425, 7.8, 3.5, 0.824, 2.175, 0, 0, 0, 
40, 2, 1, QUAL, 40, 6406.1, 0, 6406.1, 0.001, 0, 19.218, 0, 3, 0, 0, 0, 0, 0, 1, 0.67, 1, 1, 380, 0, 0, -19.219, 0, 37000, 6406, 9, 6.5, 1.122, 2.175, 0, 0, 0, 
40, 3, 1, QUAL, 40, 6386.9, 0, 6386.9, 0.001, 0, 19.161, 0, 3, 0, 0, 0, 0, 0, 1, 0.74, 1, 1, 380, 0, 0, -19.161, 0, 37000, 6386, 13.8, 9.8, 1.428, 2.175, 0, 0, 0, 
40, 4, 1, QUAL, 40, 6367.7, 0, 6367.7, 0.001, 0, 19.632, 0, 3, 0, 1, 1, 1, 0.37, 0.66, 0.87, 1, 0.87, 380, 57.183, 14.2956, 37.55, 14.2956, 37000, 6367, 3.1, 15.5, 1.685, 2.175, 0, 0.893, 0.893, 
40, 5, 1, QUAL, 40, 6405.3, 14.3, 6419.6, 0.001, 0, 19.898, 0, 3, 1, 3, 3, 3, 0.76, 0.5, 0.96, 1, 0.66, 380, 72.783, 18.1957, 52.884, 18.1957, 37000, 6419, 4.4, 20.2, 1.882, 1.283, 0, 1.136, 1.136, 
40, 6, 1, QUAL, 41, 6458.1, 32.5, 6490.6, 0.001, 0, 19.594, 0, 3, 1, 3, 3, 3, 0.76, 0.15, 1, 1, 0.66, 380, 23.104, 5.776, 3.509, 5.776, 37000, 6490, 3.4, 24.4, 2.047, 0.147, 0.214, 0.147, 0.361, 
40, 7, 1, QUAL, 41, 6461.6, 38.3, 6499.9, 0.001, 0, 19.405, 0, 3, 1, 3, 3, 3, 0.76, 0.01, 0.99, 1, 0.66, 380, 2.112, 0.5281, -17.293, 0.5281, 37000, 6499, 2.8, 27, 2.019, 0, 0.033, 0, 0.033, 
40, 8, 1, QUAL, 41, 6444.4, 38.8, 6483.2, 0.001, 0, 19.363, 0, 3, 1, 3, 3, 3, 0.76, 0.02, 0.99, 1, 0.66, 380, 3.12, 0.7801, -16.243, 0.7801, 37000, 6483, 2.6, 26.4, 2.163, 0, 0.049, 0, 0.049, 
40, 9, 1, QUAL, 41, 6428.1, 39.6, 6467.7, 0.001, 0, 19.828, 0, 3, 1, 3, 3, 3, 0.76, 0.38, 0.99, 1, 0.66, 380, 57.432, 14.3579, 37.603, 14.3579, 37000, 6467, 4, 23.2, 2.295, 0, 0.897, 0, 0.897, 
40, 10, 1, QUAL, 41, 6465.7, 53.9, 6519.6, 0.001, 1E-05, 19.636, 53.93336, 3, 1, 3, 3, 3, 0.76, 0.19, 0.88, 1, 0.66, 380, 24.904, 6.2259, 5.267, -47.7074, 37000, 6519, 1.4, 16, 1.686, 0, 0.389, 0, 0.389, 
40, 11, 1, QUAL, 41, 6471, 6.2, 6477.2, 0.001, 0, 20.469, 6.22594, 3, 0.93, 2.8, 2.8, 2.8, 0.73, 1, 0.74, 1, 0.68, 380, 111.266, 27.8164, 90.796, 21.5905, 37000, 6477, 2.9, 9.7, 1.558, 1.011, 0, 0, 1.737, 
40, 12, 1, QUAL, 41, 6561.8, 27.8, 6589.6, 0.001, 0, 19.685, 27.81643, 3, 1, 0, 0, 0, 0, 1, 0.55, 1, 1, 380, 0, 0, -19.686, -27.8164, 37000, 6589, 1.5, 0.9, 0.593, 1.127, 0, 0, 0, 
40, 1, 1, QUAL, 41, 6542.1, 0, 6542.1, 0.001, 0, 19.626, 0, 3, 0, 0, 0, 0, 0, 1, 0.58, 1, 1, 380, 0, 0, -19.627, 0, 37000, 6542, 5.7, 2.2, 1.004, 1.648, 0, 0, 0, 
40, 2, 1, QUAL, 41, 6522.5, 0, 6522.5, 0.001, 0, 19.567, 0, 3, 0, 0, 0, 0, 0, 1, 0.59, 1, 1, 380, 0, 0, -19.568, 0, 37000, 6522, 7.6, 2.8, 1.352, 1.648, 0, 0, 0, 
40, 3, 1, QUAL, 41, 6502.9, 0, 6502.9, 0.001, 0, 19.509, 0, 3, 0, 0, 0, 0, 0, 1, 0.76, 1, 1, 380, 0, 0, -19.509, 0, 37000, 6502, 16.4, 10.4, 1.619, 1.648, 0, 0, 0, 
40, 4, 1, QUAL, 41, 6483.4, 0, 6483.4, 0.001, 0, 19.651, 0, 3, 0, 1, 1, 1, 0.37, 0.24, 0.9, 1, 0.87, 380, 21.074, 5.2685, 1.423, 5.2685, 37000, 6483, 1.9, 16.8, 1.835, 1.648, 0, 0.329, 0.329, 
40, 5, 1, QUAL, 41, 6484.8, 5.3, 6490.1, 0.001, 0, 20.103, 0, 3, 0.89, 2.7, 2.7, 2.7, 0.72, 0.47, 0.97, 1, 0.69, 380, 68.157, 17.0391, 48.052, 17.0391, 37000, 6490, 4.6, 21.4, 2.03, 1.319, 0, 1.064, 1.064, 
40, 6, 1, QUAL, 42, 6532.9, 22.3, 6555.2, 0.001, 0, 19.613, 0, 3, 1, 3, 3, 3, 0.76, 0.01, 0.99, 1, 0.65, 380, 1.501, 0.3753, -18.113, 0.3753, 37000, 6555, 1.4, 26.4, 2.19, 0.255, 0, 0.023, 0.023, 
40, 7, 1, QUAL, 42, 6514.7, 22.7, 6537.4, 0.001, 0, 19.558, 0, 3, 1, 3, 3, 3, 0.76, 0.01, 0.96, 1, 0.65, 380, 1.455, 0.3638, -18.104, 0.3638, 37000, 6537, 2.4, 28.4, 2.367, 0.166, 0.023, 0, 0.023, 
40, 8, 1, QUAL, 42, 6496.6, 23, 6519.7, 0.001, 0, 19.504, 0, 3, 1, 3, 3, 3, 0.76, 0.01, 0.99, 1, 0.66, 380, 1.494, 0.3735, -18.011, 0.3735, 37000, 6519, 1.9, 26.9, 2.516, 0.166, 0.023, 0, 0.023, 
40, 9, 1, QUAL, 42, 6478.6, 23.4, 6502.1, 0.001, 0, 20.255, 0, 3, 1, 3, 3, 3, 0.76, 0.58, 0.99, 1, 0.66, 380, 85.802, 21.4504, 65.546, 21.4504, 37000, 6502, 4.8, 22.6, 2.673, 0.166, 1.339, 0, 1.339, 
40, 10, 1, QUAL, 42, 6544.2, 44.9, 6589.1, 0.001, 1E-05, 20.745, 44.87065, 3, 1, 3, 3, 3, 0.76, 1, 0.84, 0.9, 0.65, 380, 114.144, 28.536, 93.399, -16.3346, 37000, 6589, 3.8, 14.3, 1.616, 0.166, 0, 0, 1.782, 
40, 11, 1, QUAL, 42, 6637.6, 28.5, 6666.1, 0.001, 0, 20.997, 28.53603, 3, 1, 3, 3, 3, 0.76, 1, 0.77, 0.94, 0.65, 380, 109.389, 27.3473, 88.391, -1.1887, 37000, 6666, 8.4, 11.2, 0.701, 1.007, 0, 0, 1.708, 
40, 12, 1, QUAL, 42, 6726, 27.3, 6753.3, 0.001, 0, 20.178, 27.34733, 3.1, 1, 0, 0, 0, 0, 1, 0.71, 1, 1, 380, 0, 0, -20.179, -27.3473, 37000, 6753, 6.8, 8.5, 0.548, 1.541, 0, 0, 0, 
40, 1, 1, QUAL, 42, 6705.8, 0, 6705.8, 0.001, 0, 20.117, 0, 3.1, 0, 0, 0, 0, 0, 1, 0.58, 1, 1, 380, 0, 0, -20.118, 0, 37000, 6705, 2.8, 2.1, 0.956, 2.054, 0, 0, 0, 
40, 2, 1, QUAL, 42, 6685.7, 0, 6685.7, 0.001, 0, 20.057, 0, 3.1, 0, 0, 0, 0, 0, 1, 0.7, 1, 1, 380, 0, 0, -20.058, 0, 37000, 6685, 6.3, 7.7, 1.314, 2.054, 0, 0, 0, 
40, 3, 1, QUAL, 42, 6665.6, 0, 6665.6, 0.001, 0, 19.997, 0, 3.1, 0, 0, 0, 0, 0, 1, 0.76, 1, 1, 380, 0, 0, -19.998, 0, 37000, 6665, 10.4, 10.5, 1.629, 2.054, 0, 0, 0, 
40, 4, 1, QUAL, 42, 6645.6, 0, 6645.6, 0.001, 0, 20.6, 0, 3, 0, 1, 1, 1, 0.37, 0.75, 0.91, 1, 0.87, 380, 67.238, 16.8096, 46.637, 16.8096, 37000, 6645, 3.9, 17.5, 1.843, 2.054, 0, 1.05, 1.05, 
40, 5, 1, QUAL, 42, 6692.3, 16.8, 6709.1, 0.001, 0, 20.393, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.76, 0.22, 0.97, 1, 0.65, 380, 31.597, 7.8992, 11.203, 7.8992, 37000, 6709, 2.9, 21.1, 1.997, 1.004, 0, 0.493, 0.493, 
40, 6, 1, QUAL, 43, 6703.5, 24.7, 6728.2, 0.001, 0, 20.125, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.76, 0.01, 0.99, 1, 0.65, 380, 1.502, 0.3755, -18.624, 0.3755, 37000, 6728, 1.6, 26.4, 2.166, 0.511, 0, 0.023, 0.023, 
40, 7, 1, QUAL, 43, 6684.8, 25.1, 6709.9, 0.001, 0, 20.069, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.76, 0.01, 0.96, 1, 0.65, 380, 1.446, 0.3614, -18.624, 0.3614, 37000, 6709, 3, 28.6, 2.346, 1.276, 0.023, 0, 0.023, 
40, 8, 1, QUAL, 43, 6666.2, 25.4, 6691.7, 0.001, 0, 20.085, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.76, 0.06, 1, 1, 0.65, 380, 8.654, 2.1635, -11.432, 2.1635, 37000, 6691, 2.8, 26.2, 2.497, 1.276, 0.135, 0, 0.135, 
40, 9, 1, QUAL, 43, 6654.8, 27.6, 6682.4, 0.001, 0, 20.592, 0, 3, 1, 3, 3, 3, 0.76, 0.42, 0.99, 1, 0.65, 380, 63.088, 15.7721, 42.495, 15.7721, 37000, 6682, 3.9, 22.5, 2.539, 1.276, 0.985, 0, 0.985, 
40, 10, 1, QUAL, 43, 6697.3, 43.4, 6740.7, 0.001, 1E-05, 20.266, 43.38127, 3.1, 1, 3.1, 3.1, 3.1, 0.76, 0.13, 0.88, 1, 0.65, 380, 17.23, 4.3074, -3.037, -39.0739, 37000, 6740, 1.2, 16.1, 1.788, 1.276, 0.269, 0, 0.269, 
40, 11, 1, QUAL, 43, 6694.2, 4.3, 6698.5, 0.001, 0, 20.093, 4.3074, 3.1, 0.84, 2.6, 2.6, 2.6, 0.7, 0.01, 0.71, 1, 0.7, 380, 1.051, 0.2627, -19.043, -4.0447, 37000, 6698, 0, 8.2, 1.743, 2.089, 0.016, 0, 0.016, 
40, 12, 1, QUAL, 43, 6675.2, 0.3, 6675.5, 0.001, 0, 20.026, 0.26272, 3.1, 0.11, 0, 0, 0, 0, 1, 0.74, 1, 1, 380, 0, 0, -20.026, -0.2627, 37000, 6675, 5.4, 9.6, 1.917, 2.17, 0, 0, 0, 
40, 1, 1, QUAL, 43, 6655.2, 0, 6655.2, 0.001, 0, 19.966, 0, 3, 0, 0, 0, 0, 0, 1, 0.68, 1, 1, 380, 0, 0, -19.966, 0, 37000, 6655, 5.9, 6.8, 2.122, 2.175, 0, 0, 0, 
40, 2, 1, QUAL, 43, 6635.2, 0, 6635.2, 0.001, 0, 19.906, 0, 3, 0, 0, 0, 0, 0, 1, 0.69, 1, 1, 380, 0, 0, -19.906, 0, 37000, 6635, 5.7, 7.5, 2.354, 2.175, 0, 0, 0, 
40, 3, 1, QUAL, 43, 6615.3, 0, 6615.3, 0.001, 0, 19.846, 0, 3, 0, 0, 0, 0, 0, 1, 0.87, 1, 1, 380, 0, 0, -19.847, 0, 37000, 6615, 6.1, 15.8, 2.571, 2.175, 0, 0, 0, 
40, 4, 1, QUAL, 43, 6595.4, 0, 6595.4, 0.001, 0, 20.35, 0, 3, 0, 1, 1, 1, 0.37, 0.66, 0.88, 1, 0.87, 380, 57.779, 14.4448, 37.428, 14.4448, 37000, 6595, 3, 16, 2.725, 2.175, 0, 0.902, 0.902, 
40, 5, 1, QUAL, 43, 6632.9, 14.4, 6647.3, 0.001, 0, 20.421, 0, 3, 1, 3, 3, 3, 0.76, 0.36, 0.98, 1, 0.65, 380, 52.958, 13.2395, 32.536, 13.2395, 37000, 6647, 4, 21.9, 2.905, 1.273, 0, 0.827, 0.827, 
40, 6, 1, QUAL, 44, 6665.4, 27.7, 6693.1, 0.001, 0, 20.011, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.76, 0.01, 0.99, 1, 0.65, 380, 1.5, 0.3751, -18.512, 0.3751, 37000, 6693, 1.4, 23.3, 3.072, 0.446, 0, 0.023, 0.023, 
40, 7, 1, QUAL, 44, 6646.9, 28.1, 6675, 0.001, 0, 20.743, 0, 3, 1, 3, 3, 3, 0.76, 0.53, 1, 1, 0.65, 380, 80.728, 20.1821, 59.985, 20.182, 37000, 6674, 6.8, 25.4, 3.256, 0, 1.26, 0, 1.26, 
40, 8, 1, QUAL, 44, 6706.9, 48.2, 6755.1, 0.001, 1E-05, 20.159, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.76, 0.03, 1, 1, 0.65, 380, 3.8, 0.9499, -16.36, 0.9499, 37000, 6755, 2.2, 23.7, 2.188, 0, 0.059, 0, 0.059, 
40, 9, 1, QUAL, 44, 6690.5, 49.2, 6739.7, 0.001, 1E-05, 20.086, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.76, 0.01, 0.98, 1, 0.65, 380, 1.474, 0.3684, -18.614, 0.3684, 37000, 6739, 1.2, 21.5, 2.307, 0, 0.023, 0, 0.023, 
40, 10, 1, QUAL, 44, 6671.9, 49.6, 6721.5, 0.001, 1E-05, 20.029, 49.5596, 3.1, 1, 3.1, 3.1, 3.1, 0.76, 0.01, 0.89, 1, 0.65, 380, 1.344, 0.3361, -18.686, -49.2235, 37000, 6721, 0.7, 16.6, 2.458, 0, 0.021, 0, 0.021, 
40, 11, 1, QUAL, 44, 6653.2, 0.3, 6653.6, 0.001, 0, 20.646, 0.33607, 3, 0.13, 1, 1, 1, 0.37, 1, 0.7, 1, 0.87, 380, 69.418, 17.3546, 48.772, 17.0185, 37000, 6653, 5.3, 7.9, 2.622, 0.929, 1.084, 0, 1.084, 
40, 12, 1, QUAL, 44, 6702, 17.4, 6719.4, 0.001, 0, 20.106, 17.35458, 3.1, 1, 0, 0, 0, 0, 1, 0.69, 1, 1, 380, 0, 0, -20.107, -17.3546, 37000, 6719, 12.8, 7.3, 1.839, 0.935, 0, 0, 0, 
40, 1, 1, QUAL, 44, 6681.9, 0, 6681.9, 0.001, 0, 20.046, 0, 3.1, 0, 0, 0, 0, 0, 1, 0.69, 1, 1, 380, 0, 0, -20.047, 0, 37000, 6681, 10.8, 7.6, 2.06, 1.26, 0, 0, 0, 
40, 2, 1, QUAL, 44, 6661.8, 0, 6661.8, 0.001, 0, 19.986, 0, 3.1, 0, 0, 0, 0, 0, 1, 0.65, 1, 1, 380, 0, 0, -19.986, 0, 37000, 6661, 6.1, 5.5, 2.279, 1.26, 0, 0, 0, 
40, 3, 1, QUAL, 44, 6641.9, 0, 6641.9, 0.001, 0, 19.926, 0, 3, 0, 0, 0, 0, 0, 1, 0.68, 1, 1, 380, 0, 0, -19.926, 0, 37000, 6641, 9.3, 7.2, 2.509, 1.26, 0, 0, 0, 
40, 4, 1, QUAL, 44, 6621.9, 0, 6621.9, 0.001, 0, 20.713, 0, 3, 0, 1, 1, 1, 0.37, 1, 0.87, 1, 0.87, 380, 86.377, 21.5942, 65.662, 21.5942, 37000, 6621, 6.1, 15.6, 2.708, 1.26, 0.088, 1.26, 1.348, 
40, 5, 1, QUAL, 44, 6687.6, 21.6, 6709.2, 0.001, 0, 20.748, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.76, 0.48, 0.94, 1, 0.65, 380, 68.408, 17.1021, 47.66, 17.1021, 37000, 6709, 3.9, 18.9, 2.796, 0, 1.068, 0, 1.068, 
40, 6, 1, QUAL, 45, 6735.3, 38.7, 6773.9, 0.001, 1E-05, 21.432, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.76, 0.8, 1, 1, 0.65, 380, 120.675, 30.1688, 99.243, 30.1688, 37000, 6773, 8.4, 24.5, 1.968, 0, 1.884, 0, 1.884, 
40, 7, 1, QUAL, 45, 6834.5, 68.9, 6903.4, 0.001, 1E-05, 20.738, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.77, 0.15, 1, 1, 0.65, 380, 22.377, 5.5941, 1.638, 5.5941, 37000, 6903, 3.5, 24.7, 0.914, 2.393, 0.349, 0, 0.349, 
40, 8, 1, QUAL, 45, 6836.1, 74.5, 6910.6, 0.001, 1E-05, 20.596, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.77, 0.06, 1, 1, 0.65, 380, 8.364, 2.0909, -12.233, 2.0909, 37000, 6910, 2.4, 23.8, 0.95, 2.393, 0.131, 0, 0.131, 
40, 9, 1, QUAL, 45, 6823.9, 76.6, 6900.5, 0.001, 1E-05, 20.816, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.76, 0.22, 0.98, 1, 0.65, 380, 32.964, 8.241, 12.147, 8.241, 37000, 6900, 2.7, 21.6, 1.132, 2.393, 0.515, 0, 0.515, 
40, 10, 1, QUAL, 45, 6836, 84.8, 6920.8, 0.001, 1E-05, 21.039, 84.79115, 3.1, 1, 3.1, 3.1, 3.1, 0.77, 0.38, 0.88, 1, 0.65, 380, 50.561, 12.6401, 29.521, -72.151, 37000, 6920, 2.1, 15.9, 1.012, 2.393, 0.789, 0, 0.789, 
40, 11, 1, QUAL, 45, 6865.6, 12.6, 6878.2, 0.001, 0, 21.676, 12.64015, 3.1, 1, 3.1, 3.1, 3.1, 0.76, 1, 0.69, 1, 0.65, 380, 103.798, 25.9495, 82.121, 13.3093, 37000, 6878, 5.9, 7.3, 0.691, 3.982, 0, 0, 1.62, 
40, 12, 1, QUAL, 45, 6947.7, 25.9, 6973.6, 0.001, 0, 20.843, 25.9495, 3.1, 1, 0, 0, 0, 0, 1, 0.67, 1, 1, 380, 0, 0, -20.844, -25.9495, 37000, 6973, 7.7, 6.6, 0.494, 4.218, 0, 0, 0, 
40, 1, 1, QUAL, 45, 6926.8, 0, 6926.8, 0.001, 0, 20.781, 0, 3.1, 0, 0, 0, 0, 0, 1, 0.56, 1, 1, 380, 0, 0, -20.781, 0, 37000, 6926, 4.3, 1.2, 0.864, 4.705, 0, 0, 0, 
40, 2, 1, QUAL, 45, 6906.1, 0, 6906.1, 0.001, 0, 20.718, 0, 3.1, 0, 0, 0, 0, 0, 1, 0.66, 1, 1, 380, 0, 0, -20.719, 0, 37000, 6906, 7.6, 6, 1.244, 4.705, 0, 0, 0, 
40, 3, 1, QUAL, 45, 6885.3, 0, 6885.3, 0.001, 0, 20.656, 0, 3.1, 0, 0, 0, 0, 0, 1, 0.69, 1, 1, 380, 0, 0, -20.657, 0, 37000, 6885, 11.1, 7.5, 1.552, 4.705, 0, 0, 0, 
40, 4, 1, QUAL, 45, 6864.7, 0, 6864.7, 0.001, 0, 21.48, 0, 3.1, 0, 1, 1, 1, 0.37, 1, 0.86, 1, 0.87, 380, 85.428, 21.3571, 63.948, 21.3571, 37000, 6864, 9.9, 15.2, 1.813, 4.705, 0, 1.334, 1.334, 
40, 5, 1, QUAL, 45, 6928.6, 21.4, 6950, 0.001, 0, 21.272, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.77, 0.32, 0.96, 1, 0.65, 380, 46.031, 11.5077, 24.757, 11.5077, 37000, 6949, 3.5, 20.4, 1.968, 3.371, 0, 0.719, 0.719, 
40, 6, 1, QUAL, 46, 6953.4, 32.9, 6986.3, 0.001, 0, 20.876, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.77, 0.01, 1, 1, 0.65, 380, 1.509, 0.3773, -19.368, 0.3773, 37000, 6986, 1.6, 24.5, 2.144, 2.652, 0, 0.024, 0.024, 
40, 7, 1, QUAL, 46, 6934, 33.2, 6967.3, 0.001, 0, 20.818, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.77, 0.01, 1, 1, 0.65, 380, 1.503, 0.3758, -19.316, 0.3758, 37000, 6967, 2, 26.3, 2.322, 0, 0.023, 0, 0.023, 
40, 8, 1, QUAL, 46, 6914.7, 33.6, 6948.3, 0.001, 0, 20.76, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.77, 0.01, 1, 1, 0.65, 380, 1.51, 0.3775, -19.251, 0.3775, 37000, 6948, 1.9, 25, 2.475, 0, 0.024, 0, 0.024, 
40, 9, 1, QUAL, 46, 6895.5, 34, 6929.5, 0.001, 0, 21.391, 0, 3.1, 1, 3.1, 3.1, 3.1, 0.77, 0.45, 0.98, 1, 0.65, 380, 66.976, 16.744, 45.584, 16.744, 37000, 6929, 4, 22.1, 2.633, 0, 1.046, 0, 1.046, 
40, 10, 1, QUAL, 46, 6941, 50.7, 6991.8, 0.001, 1E-05, 22.085, 50.73934, 3.1, 1, 3.1, 3.1, 3.1, 0.77, 1, 0.86, 0.92, 0.65, 380, 118.281, 29.5701, 96.195, -21.1692, 37000, 6991, 8.2, 14.9, 1.846, 0, 1.846, 0, 1.846, 
40, 11, 1, QUAL, 46, 7037.2, 29.6, 7066.8, 0.001, 0, 22.294, 29.57014, 3.1, 1, 3.1, 3.1, 3.1, 0.77, 1, 0.79, 0.91, 0.65, 380, 109.017, 27.2541, 86.722, -2.316, 37000, 7066, 15.9, 12, 0.751, 0.951, 0, 0, 1.702, 
40, 12, 1, QUAL, 46, 7124, 27.3, 7151.2, 0.001, 0, 21.372, 27.25415, 3.1, 1, 0, 0, 0, 0, 1, 0.78, 1, 1, 380, 0, 0, -21.373, -27.2542, 37000, 7151, 14.8, 11.6, 0.509, 1.505, 0, 0, 0, 
40, 1, 1, QUAL, 46, 7102.6, 0, 7102.6, 0.001, 0, 21.308, 0, 3.1, 0, 0, 0, 0, 0, 1, 0.61, 1, 1, 380, 0, 0, -21.309, 0, 37000, 7102, 4.5, 3.6, 0.936, 2.015, 0, 0, 0, 
40, 2, 1, QUAL, 46, 7081.3, 0, 7081.3, 0.001, 0, 21.244, 0, 3.1, 0, 0, 0, 0, 0, 1, 0.56, 1, 1, 380, 0, 0, -21.245, 0, 37000, 7081, 5, 1.3, 1.254, 2.015, 0, 0, 0, 
40, 3, 1, QUAL, 46, 7060, 0, 7060, 0.001, 0, 21.18, 0, 3.1, 0, 0, 0, 0, 0, 1, 0.76, 1, 1, 380, 0, 0, -21.181, 0, 37000, 7060, 11.1, 10.5, 1.564, 2.015, 0, 0, 0, 
40, 4, 1, QUAL, 46, 7038.8, 0, 7038.8, 0.001, 0, 22.046, 0, 3.1, 0, 1, 1, 1, 0.37, 1, 0.87, 1, 0.87, 380, 86.224, 21.556, 64.177, 21.556, 37000, 7038, 7.3, 15.6, 1.804, 2.015, 0, 1.346, 1.346, 
