,MapCode,SpeciesName,CohortAge,CohortBiomass
15333,4127,QUAL,60,891
14565,4128,OXAR,20,31
7583,4128,PIVI2,30,535
16677,4128,QUMO4,30,296
7697,4129,PIVI2,30,315
15497,4129,QUAL,20,195
16277,4129,QUFA,30,123
7471,4130,PIVI2,40,448
7107,4130,PIVI2,60,326
2204,4131,PITA,30,506
7716,4131,PIVI2,20,61
6783,4131,PIVI2,30,182
8675,4132,ACRU,60,669
12909,4132,LITU,50,768
10566,4133,LIST,40,200
14711,4133,PLOC,40,216
13037,4134,LITU,40,239
2211,4134,PITA,30,273
7603,4134,PIVI2,30,168
9731,4135,FRAM2,50,2978
15226,4135,QUAL,40,1092
17304,4135,ULAM,10,265
12750,4136,LITU,50,305
12839,4136,LITU,150,3214
15107,4136,QUAL,30,210
10217,4137,LIST,30,232
16040,4137,QUFA,30,496
13655,4138,LITU,40,352
7126,4138,PIVI2,20,235
9863,4139,FRPE,30,162
10340,4139,LIST,20,372
1131,4139,PITA,50,461
7849,4140,ACRU,20,88
8694,4140,ACRU,30,235
10464,4140,LIST,30,188
12609,4140,LITU,20,99
9308,4141,ACRU,50,1039
10020,4141,LIST,20,111
11322,4141,LIST,40,371
9193,4142,ACRU,10,20
13303,4142,LITU,10,28
13548,4142,LITU,30,121
2234,4142,PITA,30,500
14445,4143,LITU,60,1119
7506,4143,PIVI2,40,160
15789,4143,QUAL,60,1913
17126,4143,QUVE,70,624
9369,4144,ACRU,50,720
14438,4144,LITU,50,426
14410,4145,LITU,150,929
16610,4145,QUMO4,40,611
9290,4146,ACRU,30,78
14441,4146,LITU,30,119
7676,4146,PIVI2,30,105
14328,4147,LITU,20,108
2249,4147,PITA,10,26
13681,4148,LITU,40,325
2251,4148,PITA,40,285
15631,4148,QUAL,20,131
11829,4149,LIST,10,16
2254,4149,PITA,30,412
15516,4149,QUAL,10,25
12073,4150,LIST,40,268
14258,4150,LITU,40,187
13691,4151,LITU,30,76
16738,4151,QUMO4,40,320
8365,4152,ACRU,20,216
7529,4152,PIVI2,30,198
15686,4152,QUAL,40,448
7411,4153,PIVI2,40,228
15522,4153,QUAL,50,693
11964,4154,LIST,20,111
6845,4154,PIVI2,20,103
16383,4154,QUPH,20,73
9431,4155,BENI,50,740
9937,4155,JUNI,30,191
8612,4156,ACRU,20,137
13339,4156,LITU,40,150
14155,4157,LITU,10,23
2273,4157,PITA,10,362
11974,4158,LIST,10,29
2275,4158,PITA,30,92
2276,4158,PITA,50,649
12220,4159,LIST,20,47
2278,4159,PITA,20,53
6759,4159,PIVI2,20,83
15693,4159,QUAL,30,178
2282,4160,PITA,20,184
14913,4160,PRSE2,20,50
16433,4160,QUPH,10,20
13354,4161,LITU,70,516
545,4161,PIST,40,169
8225,4162,ACRU,30,159
14587,4162,OXAR,30,202
15930,4162,QUCO2,30,525
15383,4163,QUAL,30,125
15943,4163,QUCO2,30,123
16171,4163,QUFA,30,148
2293,4164,PITA,10,53
2294,4164,PITA,40,450
2295,4164,PITA,50,293
7197,4164,PIVI2,40,286
9214,4165,ACRU,20,25
2297,4165,PITA,20,58
16614,4165,QUMO4,30,115
13491,4166,LITU,60,608
13125,4167,LITU,50,268
14712,4167,PLOC,150,2374
13616,4168,LITU,10,46
6883,4168,PIVI2,10,67
7208,4168,PIVI2,20,26
8528,4169,ACRU,20,339
14421,4169,LITU,20,108
7209,4169,PIVI2,30,307
17122,4169,QUVE,20,106
13378,4170,LITU,40,462
14478,4171,NYSY,10,18
523,4171,PIST,30,94
2312,4171,PITA,20,70
7500,4171,PIVI2,20,103
7542,4172,PIVI2,10,13
7641,4172,PIVI2,20,31
13263,4173,LITU,70,2068
15212,4173,QUAL,40,234
10435,4174,LIST,10,13
10193,4174,LIST,30,444
7015,4174,PIVI2,60,400
17226,4174,ULAL,30,98
7824,4175,ACRU,30,151
10684,4175,LIST,20,111
10399,4175,LIST,30,77
2323,4175,PITA,20,141
8549,4176,ACRU,10,27
12621,4176,LITU,60,308
12667,4177,LITU,40,427
6861,4177,PIVI2,40,576
7901,4178,ACRU,30,255
14254,4178,LITU,90,683
9504,4179,CAGL8,50,237
14401,4179,LITU,150,1905
13402,4180,LITU,30,72
14397,4180,LITU,50,275
13530,4181,LITU,10,27
455,4181,PIST,30,71
13772,4182,LITU,60,662
13653,4182,LITU,100,1050
2341,4183,PITA,20,144
7956,4184,ACRU,30,75
2342,4184,PITA,20,232
2344,4185,PITA,30,293
2345,4185,PITA,50,481
16082,4185,QUFA,20,216
7130,4186,PIVI2,30,168
7370,4186,PIVI2,40,267
7133,4186,PIVI2,50,481
13906,4187,LITU,30,70
2350,4187,PITA,30,256
15491,4188,QUAL,110,1485
16035,4188,QUFA,90,1240
10346,4189,LIST,10,10
9272,4190,ACRU,30,73
9454,4190,BENI,10,73
14444,4191,LITU,30,112
13062,4191,LITU,40,239
2357,4191,PITA,30,185
2360,4192,PITA,10,7
9388,4193,ACRU,10,25
16440,4193,QUPH,10,25
14420,4194,LITU,150,1339
16821,4194,QUMO4,60,1576
9198,4195,ACRU,30,211
15582,4195,QUAL,30,113
16815,4195,QUMO4,30,259
7391,4196,PIVI2,30,362
16816,4196,QUMO4,40,1010
14167,4197,LITU,150,4861
9165,4198,ACRU,60,776
2371,4198,PITA,120,1273
12112,4199,LIST,20,119
2373,4199,PITA,120,1595
9610,4200,CATO6,20,69
13443,4200,LITU,20,50
16891,4200,QURU,40,222
15837,4201,QUCO2,130,5986
16333,4201,QUPH,100,3498
16156,4202,QUFA,40,954
12407,4203,LIST,20,108
14459,4203,NYSY,10,37
2381,4203,PITA,20,164
2382,4203,PITA,30,340
9702,4204,FAGR,40,248
1292,4204,PITA,40,397
2387,4205,PITA,70,973
17067,4205,QUST,40,575
11114,4206,LIST,40,216
2389,4206,PITA,30,683
9821,4207,FRPE,30,107
10144,4207,LIST,30,90
2391,4207,PITA,20,199
13462,4208,LITU,30,144
15410,4208,QUAL,30,398
7179,4209,PIVI2,30,390
14762,4209,PRSE2,30,86
16842,4210,QURU,10,26
9276,4211,ACRU,10,15
14197,4211,LITU,40,223
14199,4212,LITU,50,389
15624,4212,QUAL,70,1762
8630,4213,ACRU,10,25
13109,4213,LITU,10,23
14408,4213,LITU,20,66
15137,4214,QUAL,40,676
16681,4214,QUMO4,40,794
7940,4215,ACRU,40,270
15506,4215,QUAL,40,590
15870,4215,QUCO2,50,1425
2411,4216,PITA,40,437
17074,4216,QUST,50,1038
2413,4217,PITA,20,291
2414,4218,PITA,20,136
2415,4218,PITA,120,649
6954,4218,PIVI2,30,111
2417,4219,PITA,40,937
7078,4219,PIVI2,30,101
7906,4220,ACRU,30,82
9481,4220,CAGL8,30,47
6959,4220,PIVI2,40,171
2422,4221,PITA,60,798
14944,4221,QUAL,100,1612
183,4222,PIEC,40,491
16573,4222,QUMO4,40,801
14381,4223,LITU,160,1198
7492,4223,PIVI2,30,241
7331,4223,PIVI2,40,166
15760,4224,QUAL,40,541
16540,4224,QUMO4,50,1460
15757,4225,QUAL,60,785
16728,4225,QUMO4,40,982
11157,4226,LIST,10,10
9684,4227,FAGR,30,81
10425,4227,LIST,40,266
16212,4227,QUFA,50,287
2437,4228,PITA,20,139
2438,4228,PITA,40,590
7715,4228,PIVI2,30,188
15453,4228,QUAL,20,232
7759,4229,ACRU,20,88
11899,4229,LIST,10,16
2441,4229,PITA,20,200
2442,4229,PITA,30,194
13394,4230,LITU,20,108
7347,4230,PIVI2,40,156
12826,4231,LITU,10,11
7352,4232,PIVI2,30,168
2449,4233,PITA,30,266
15979,4233,QUCO2,30,151
10810,4234,LIST,20,58
10363,4234,LIST,40,222
6756,4234,PIVI2,40,315
12155,4235,LIST,30,93
13888,4235,LITU,20,108
14134,4235,LITU,60,273
7994,4236,ACRU,30,118
2457,4236,PITA,20,144
2458,4236,PITA,30,273
2459,4236,PITA,40,336
9052,4237,ACRU,10,27
10213,4237,LIST,10,24
14343,4237,LITU,30,202
2461,4237,PITA,20,156
2465,4238,PITA,20,116
6773,4238,PIVI2,20,103
9677,4239,FAGR,10,36
12564,4239,LITU,40,97
2467,4239,PITA,40,517
9425,4240,BENI,20,623
12561,4240,LITU,20,122
14033,4241,LITU,50,516
2472,4241,PITA,30,273
2473,4241,PITA,40,330
8947,4242,ACRU,40,299
7718,4242,PIVI2,30,564
7380,4242,PIVI2,40,153
8459,4243,ACRU,40,189
10476,4243,LIST,30,107
12698,4243,LITU,30,139
9707,4244,FAGR,30,669
1388,4244,PITA,20,158
2482,4244,PITA,30,273
1390,4244,PITA,40,450
10356,4245,LIST,30,76
14164,4245,LITU,50,691
12336,4246,LIST,10,31
2487,4246,PITA,20,243
2488,4246,PITA,30,97
2490,4247,PITA,20,329
13556,4248,LITU,150,2344
10853,4249,LIST,60,737
7394,4249,PIVI2,30,568
14623,4250,OXAR,30,132
7738,4250,PIVI2,50,350
15754,4250,QUAL,110,2113
11223,4251,LIST,10,10
2497,4251,PITA,20,143
14899,4251,PRSE2,30,56
10861,4252,LIST,10,13
389,4252,PIEC,30,89
2501,4252,PITA,30,173
16831,4253,QURU,20,138
9945,4254,JUNI,20,62
10256,4255,LIST,20,52
2505,4255,PITA,40,282
2506,4255,PITA,120,695
17210,4255,ULAL,20,92
14418,4256,LITU,50,605
7289,4256,PIVI2,40,329
13580,4257,LITU,50,702
465,4257,PIST,40,528
8862,4258,ACRU,30,480
13948,4258,LITU,20,108
1420,4258,PITA,20,216
8011,4259,ACRU,30,178
9594,4259,CATO6,50,650
15893,4259,QUCO2,40,628
14532,4260,OXAR,20,499
16443,4260,QUMO4,60,1494
7839,4261,ACRU,30,110
6762,4261,PIVI2,50,1527
12861,4262,LITU,60,292
16878,4262,QURU,40,529
15421,4263,QUAL,40,904
16670,4263,QUMO4,40,903
11495,4264,LIST,80,505
12523,4264,LITU,70,1414
16773,4264,QUMO4,40,148
17104,4264,QUVE,20,52
9338,4265,ACRU,30,554
14166,4265,LITU,40,239
2531,4265,PITA,50,597
2534,4266,PITA,20,92
2535,4266,PITA,40,505
9847,4267,FRPE,20,36
11141,4267,LIST,30,524
13727,4267,LITU,150,4837
14542,4268,OXAR,10,60
14528,4268,OXAR,20,225
2539,4268,PITA,50,389
2540,4268,PITA,60,601
15001,4268,QUAL,20,274
7612,4269,PIVI2,20,57
7572,4269,PIVI2,30,108
11515,4270,LIST,70,725
12889,4270,LITU,40,552
7084,4270,PIVI2,40,329
2549,4271,PITA,20,218
15034,4271,QUAL,20,131
12565,4272,LITU,40,245
15688,4273,QUAL,20,131
16157,4273,QUFA,20,236
8167,4274,ACRU,30,554
14236,4274,LITU,20,108
13260,4274,LITU,30,139
7729,4275,PIVI2,30,81
2558,4276,PITA,20,204
16009,4276,QUFA,10,53
16394,4276,QUPH,20,50
8907,4277,ACRU,10,15
13996,4277,LITU,20,124
11654,4278,LIST,40,247
2563,4278,PITA,70,866
9786,4279,FRPE,40,613
2565,4279,PITA,90,1435
2567,4280,PITA,20,191
2568,4280,PITA,30,269
7555,4280,PIVI2,10,10
2570,4281,PITA,10,195
2571,4281,PITA,20,59
7732,4281,PIVI2,10,31
8676,4282,ACRU,50,469
2573,4282,PITA,120,1840
8392,4283,ACRU,20,88
16740,4283,QUMO4,40,1798
8562,4284,ACRU,20,88
2577,4284,PITA,20,144
2578,4284,PITA,30,273
16498,4284,QUMO4,10,50
2581,4285,PITA,40,561
17282,4285,ULAM,30,285
12598,4286,LITU,40,191
7122,4286,PIVI2,20,60
6706,4286,PIVI2,30,168
14861,4286,PRSE2,40,167
7920,4287,ACRU,70,949
13656,4287,LITU,60,619
12530,4288,LITU,40,295
7127,4288,PIVI2,30,216
15156,4288,QUAL,20,79
8817,4289,ACRU,20,44
12932,4289,LITU,50,276
15874,4289,QUCO2,30,279
2595,4290,PITA,20,302
6707,4290,PIVI2,20,272
17118,4290,QUVE,10,25
8822,4291,ACRU,10,27
15128,4291,QUAL,30,200
13421,4292,LITU,20,194
14409,4292,LITU,70,480
16757,4292,QUMO4,50,708
8827,4293,ACRU,30,229
14241,4293,LITU,40,551
15733,4294,QUAL,30,173
16820,4294,QUMO4,40,537
2607,4295,PITA,10,37
9169,4296,ACRU,20,88
2608,4296,PITA,10,10
12357,4297,LIST,40,278
2610,4297,PITA,20,144
2611,4297,PITA,30,247
9247,4298,ACRU,40,233
16720,4298,QUMO4,70,1436
2615,4299,PITA,20,90
2616,4299,PITA,30,136
7277,4299,PIVI2,20,81
2618,4300,PITA,10,220
7035,4300,PIVI2,20,103
2620,4301,PITA,20,312
2621,4302,PITA,20,53
16798,4302,QUMO4,20,110
6791,4303,PIVI2,20,185
2624,4304,PITA,30,194
15815,4304,QUAL,10,117
11959,4305,LIST,10,31
14495,4305,NYSY,10,87
16159,4305,QUFA,20,65
12043,4306,LIST,30,306
7046,4306,PIVI2,20,58
9306,4307,ACRU,20,68
14417,4307,LITU,20,45
13336,4308,LITU,30,170
2633,4308,PITA,20,151
11601,4309,LIST,10,54
14788,4309,PRSE2,10,13
13340,4310,LITU,20,108
2638,4311,PITA,20,447
2639,4311,PITA,30,389
12653,4312,LITU,10,33
2640,4312,PITA,20,217
15292,4312,QUAL,10,20
8258,4313,ACRU,50,276
16717,4313,QUMO4,50,3629
10641,4314,LIST,30,129
2645,4314,PITA,20,51
8180,4315,ACRU,30,524
14081,4315,LITU,10,149
2649,4316,PITA,20,215
2650,4316,PITA,30,581
16142,4316,QUFA,20,197
2652,4317,PITA,20,269
17123,4317,QUVE,30,316
8432,4318,ACRU,30,109
8352,4318,ACRU,50,513
2654,4318,PITA,40,397
12997,4319,LITU,10,27
6760,4319,PIVI2,40,109
15434,4319,QUAL,30,251
7674,4320,PIVI2,20,53
13731,4321,LITU,20,108
16656,4321,QUMO4,10,38
16547,4321,QUMO4,20,167
8280,4322,ACRU,70,861
13489,4322,LITU,40,219
13977,4323,LITU,150,2126
8891,4324,ACRU,10,15
8527,4325,ACRU,40,203
9452,4325,BENI,40,275
2668,4325,PITA,40,370
14186,4326,LITU,10,23
13741,4326,LITU,50,105
12690,4327,LITU,20,149
7617,4327,PIVI2,40,329
14112,4328,LITU,20,46
2675,4328,PITA,20,342
1583,4328,PITA,30,178
7090,4328,PIVI2,30,84
8903,4329,ACRU,60,546
13993,4329,LITU,150,2469
7757,4330,ACRU,30,151
12659,4330,LITU,20,108
2681,4330,PITA,20,26
2682,4330,PITA,30,423
1592,4331,PITA,20,20
2686,4331,PITA,70,687
8672,4332,ACRU,40,141
2687,4332,PITA,70,557
2689,4333,PITA,20,586
7227,4333,PIVI2,40,576
14985,4334,QUAL,40,375
12662,4335,LITU,20,39
12704,4335,LITU,40,310
6753,4335,PIVI2,20,453
12626,4336,LITU,20,108
2695,4336,PITA,20,144
2697,4337,PITA,20,270
7238,4337,PIVI2,20,44
12795,4338,LITU,10,27
13040,4338,LITU,20,108
7989,4339,ACRU,30,146
11427,4339,LIST,30,129
160,4339,PIEC,60,677
12121,4340,LIST,40,315
304,4340,PIEC,50,452
2705,4340,PITA,20,25
12165,4341,LIST,30,118
13985,4341,LITU,10,61
1614,4341,PITA,20,91
12289,4342,LIST,10,34
2710,4342,PITA,30,167
2711,4342,PITA,40,297
11680,4343,LIST,40,532
14151,4343,LITU,40,420
78,4343,PIEC,40,497
12171,4344,LIST,30,133
2716,4344,PITA,120,761
2718,4345,PITA,30,430
16061,4345,QUFA,30,155
9522,4346,CAGL8,30,101
13061,4346,LITU,10,11
1627,4346,PITA,20,38
6897,4347,PIVI2,20,65
7507,4347,PIVI2,30,85
9235,4348,ACRU,50,510
11450,4348,LIST,40,247
2727,4349,PITA,10,16
13189,4350,LITU,20,628
2728,4350,PITA,30,494
1637,4351,PITA,20,313
15855,4351,QUCO2,20,116
16196,4351,QUFA,20,73
7595,4352,PIVI2,30,121
14866,4352,PRSE2,20,50
7395,4353,PIVI2,10,37
7274,4353,PIVI2,20,87
9633,4354,CATO6,30,127
15508,4354,QUAL,50,4866
14559,4355,OXAR,10,22
16689,4355,QUMO4,30,66
16810,4355,QUMO4,50,371
10736,4356,LIST,20,52
14136,4356,LITU,20,59
12283,4357,LIST,10,87
2744,4357,PITA,60,1516
9370,4358,ACRU,20,20
12203,4358,LIST,10,31
2746,4358,PITA,30,390
2749,4359,PITA,10,89
2750,4359,PITA,120,1957
9480,4360,CAGL8,60,315
15035,4360,QUAL,130,1467
10383,4361,LIST,20,111
2753,4361,PITA,30,131
6749,4361,PIVI2,30,178
2756,4362,PITA,20,48
7298,4362,PIVI2,30,135
8254,4363,ACRU,50,343
15613,4363,QUAL,100,1179
1667,4364,PITA,30,564
15938,4364,QUCO2,20,138
12362,4365,LIST,20,38
2762,4365,PITA,20,417
2763,4365,PITA,30,287
2765,4366,PITA,10,70
1673,4366,PITA,20,88
16197,4366,QUFA,10,197
428,4367,PIEC,60,577
2769,4367,PITA,10,70
2770,4367,PITA,120,1340
8344,4368,ACRU,20,78
15840,4368,QUCO2,20,194
7312,4369,PIVI2,20,103
14329,4370,LITU,10,14
14004,4371,LITU,10,28
14087,4371,LITU,50,318
10409,4372,LIST,10,31
2777,4372,PITA,30,56
6828,4372,PIVI2,30,342
13001,4373,LITU,20,39
16684,4373,QUMO4,10,35
7907,4374,ACRU,20,124
2782,4374,PITA,120,1316
14690,4375,PLOC,150,7191
12799,4376,LITU,30,165
10335,4377,LIST,10,87
14501,4377,NYSY,20,76
2786,4377,PITA,90,517
444,4378,PIST,20,31
15847,4378,QUCO2,30,171
16477,4378,QUMO4,20,193
12767,4379,LITU,20,108
16704,4379,QUMO4,40,299
7496,4380,PIVI2,20,52
16623,4380,QUMO4,30,349
7745,4381,PIVI2,30,132
10792,4382,LIST,30,141
11887,4382,LIST,40,336
16173,4382,QUFA,20,101
8420,4383,ACRU,10,27
11162,4383,LIST,10,31
2800,4383,PITA,10,70
8418,4384,ACRU,60,950
9455,4384,BENI,50,549
8544,4385,ACRU,80,2279
14510,4385,OXAR,30,173
13511,4386,LITU,40,237
12903,4387,LITU,20,108
16138,4387,QUFA,60,1171
8467,4388,ACRU,10,15
12539,4388,LITU,10,14
2810,4388,PITA,20,508
8022,4389,ACRU,40,1007
12625,4389,LITU,50,324
8798,4390,ACRU,30,152
7598,4390,PIVI2,30,317
12833,4391,LITU,20,23
1724,4391,PITA,30,294
1725,4391,PITA,40,480
13893,4392,LITU,30,90
7359,4392,PIVI2,40,123
2822,4393,PITA,40,467
16018,4393,QUFA,30,81
17117,4393,QUVE,30,155
2825,4394,PITA,20,60
6755,4394,PIVI2,10,31
9059,4395,ACRU,30,151
14331,4395,LITU,60,608
2827,4395,PITA,40,450
2830,4396,PITA,30,163
10462,4397,LIST,40,242
14677,4397,PLOC,40,282
12601,4398,LITU,40,405
2833,4398,PITA,20,162
2834,4398,PITA,30,648
17220,4398,ULAL,10,21
8086,4399,ACRU,30,151
17113,4399,QUVE,60,2152
8091,4400,ACRU,30,74
7379,4400,PIVI2,40,345
16066,4400,QUFA,30,92
9513,4401,CAGL8,20,38
10837,4401,LIST,30,218
14964,4401,QUAL,40,929
12548,4402,LITU,130,1016
10721,4403,LIST,40,247
1753,4403,PITA,30,179
2847,4403,PITA,80,994
11574,4404,LIST,10,78
2849,4404,PITA,10,89
2850,4404,PITA,20,144
17131,4404,QUVE,10,25
9685,4405,FAGR,70,461
15967,4405,QUCO2,130,4045
8468,4406,ACRU,10,88
16778,4406,QUMO4,30,1288
13070,4407,LITU,10,14
8348,4408,ACRU,30,151
10367,4408,LIST,30,129
2862,4409,PITA,30,151
8674,4410,ACRU,50,300
2863,4410,PITA,70,866
11225,4411,LIST,20,76
2865,4411,PITA,10,98
2866,4411,PITA,20,213
10864,4412,LIST,60,964
13083,4412,LITU,20,108
1775,4412,PITA,40,787
2871,4413,PITA,30,275
14780,4413,PRSE2,30,60
11235,4414,LIST,20,308
9974,4414,LIST,40,89
2873,4414,PITA,30,273
2874,4414,PITA,40,332
14424,4415,LITU,40,364
15983,4415,QUCO2,30,83
7704,4416,PIVI2,20,165
7392,4416,PIVI2,30,92
4312,4417,PITA,20,119
7030,4417,PIVI2,30,91
15897,4418,QUCO2,30,171
16806,4418,QUMO4,30,121
13928,4419,LITU,30,69
178,4420,PIEC,10,7
13566,4421,LITU,50,221
16918,4421,QURU,40,213
12957,4422,LITU,150,2088
7607,4422,PIVI2,50,578
9252,4423,ACRU,40,288
4322,4423,PITA,30,166
16843,4423,QURU,20,92
499,4424,PIST,70,1412
16726,4424,QUMO4,30,714
5058,4425,PITA,20,134
7494,4425,PIVI2,20,124
11232,4426,LIST,10,13
6926,4426,PIVI2,20,78
8856,4427,ACRU,50,437
14147,4427,LITU,50,289
13215,4428,LITU,50,544
16263,4428,QUFA,40,573
11844,4429,LIST,10,24
10047,4429,LIST,20,156
15283,4429,QUAL,20,320
5068,4430,PITA,10,44
4339,4430,PITA,20,111
13224,4431,LITU,60,505
48,4431,PIEC,60,863
13346,4432,LITU,80,293
15044,4432,QUAL,50,515
14364,4433,LITU,120,384
4344,4433,PITA,20,83
7672,4434,PIVI2,100,1060
3255,4435,PITA,20,236
15964,4435,QUCO2,20,82
5079,4436,PITA,50,665
15810,4436,QUAL,30,146
6676,4437,PITA,20,54
1072,4437,PITA,30,129
6178,4437,PITA,50,758
7560,4437,PIVI2,40,268
9083,4438,ACRU,20,439
11506,4438,LIST,50,1017
8272,4439,ACRU,40,180
4357,4439,PITA,30,453
4358,4439,PITA,40,428
8112,4440,ACRU,20,44
7320,4440,PIVI2,30,168
7443,4440,PIVI2,40,156
5457,4441,PITA,20,270
6729,4441,PIVI2,30,88
12842,4442,LITU,150,7052
458,4443,PIST,80,2464
452,4443,PIST,90,2268
7449,4444,PIVI2,20,69
10042,4445,LIST,70,775
7087,4445,PIVI2,30,58
9840,4446,FRPE,30,165
5465,4446,PITA,20,123
6801,4446,PIVI2,30,93
4374,4447,PITA,50,325
15486,4447,QUAL,40,399
16662,4447,QUMO4,30,181
12173,4448,LIST,50,267
5472,4448,PITA,100,1334
16105,4448,QUFA,30,106
13627,4449,LITU,30,61
3287,4449,PITA,70,2264
8910,4450,ACRU,10,20
12140,4450,LIST,30,129
6165,4450,PITA,10,404
8788,4451,ACRU,20,111
4385,4451,PITA,20,200
4386,4451,PITA,30,457
9667,4452,FAGR,30,90
6211,4452,PITA,160,2008
13396,4453,LITU,20,79
13269,4453,LITU,60,765
1110,4453,PITA,30,105
11175,4454,LIST,30,214
5367,4454,PITA,20,62
15058,4454,QUAL,30,97
10078,4455,LIST,10,24
5126,4455,PITA,10,472
3304,4455,PITA,20,123
4399,4456,PITA,10,21
15590,4456,QUAL,80,1588
8231,4457,ACRU,30,103
13891,4457,LITU,20,345
6766,4458,PIVI2,30,309
12920,4459,LITU,60,557
8072,4460,ACRU,10,15
12637,4460,LITU,30,73
7490,4461,PIVI2,40,551
16524,4461,QUMO4,60,1264
9665,4462,FAGR,10,25
4411,4462,PITA,20,185
16392,4463,QUPH,30,992
9930,4464,JUNI,10,28
9058,4465,ACRU,30,284
15244,4465,QUAL,30,455
12934,4466,LITU,150,1536
5388,4466,PITA,30,360
6739,4467,PIVI2,30,62
9428,4468,BENI,40,631
10348,4468,LIST,30,2
5515,4469,PITA,20,162
14764,4469,PRSE2,20,17
13302,4470,LITU,20,31
11935,4471,LIST,30,100
6126,4471,PITA,40,365
9607,4472,CATO6,60,438
5156,4472,PITA,80,1228
14413,4473,LITU,20,39
14493,4473,NYSY,20,113
7265,4473,PIVI2,30,143
1150,4474,PITA,20,46
9250,4475,ACRU,30,335
9672,4475,FAGR,10,12
14251,4475,LITU,30,256
6380,4476,PITA,40,247
15819,4476,QUAL,40,420
8840,4477,ACRU,20,51
1156,4477,PITA,30,188
5532,4477,PITA,40,459
6427,4478,PITA,30,268
5899,4478,PITA,40,316
16069,4478,QUFA,40,297
14256,4479,LITU,30,90
13322,4479,LITU,50,262
3350,4479,PITA,80,1436
8968,4480,ACRU,40,101
13328,4480,LITU,40,329
8602,4481,ACRU,20,71
13448,4481,LITU,30,15
6436,4482,PITA,30,26
14182,4483,LITU,30,93
13333,4483,LITU,60,641
15036,4483,QUAL,50,667
9103,4484,ACRU,30,220
14228,4484,LITU,20,39
13700,4485,LITU,30,116
6038,4485,PITA,50,381
14317,4486,LITU,20,661
15531,4486,QUAL,60,1433
13341,4487,LITU,150,1574
16924,4487,QURU,50,1093
15529,4488,QUAL,50,934
16591,4488,QUMO4,50,698
13953,4489,LITU,70,511
6825,4489,PIVI2,30,479
6520,4490,PITA,40,634
1186,4490,PITA,50,613
7671,4490,PIVI2,30,229
8872,4491,ACRU,40,164
14204,4491,LITU,20,45
4472,4492,PITA,80,359
7553,4492,PIVI2,90,1063
13476,4493,LITU,10,33
14468,4493,NYSY,10,11
7434,4493,PIVI2,20,26
15180,4494,QUAL,30,164
16784,4494,QUMO4,50,1465
6947,4495,PIVI2,40,468
15301,4495,QUAL,30,241
3386,4496,PITA,20,393
6547,4496,PITA,30,261
13119,4497,LITU,60,807
6623,4498,PITA,20,91
6669,4498,PITA,30,232
11874,4499,LIST,20,69
13858,4499,LITU,30,450
7717,4499,PIVI2,30,144
5950,4500,PITA,20,55
6517,4500,PITA,30,201
7493,4500,PIVI2,20,76
5949,4501,PITA,50,729
15606,4501,QUAL,60,1502
11884,4502,LIST,30,66
6315,4502,PITA,20,47
11033,4503,LIST,20,39
14188,4503,LITU,50,341
13380,4504,LITU,150,618
14824,4504,PRSE2,30,69
5228,4505,PITA,10,136
13016,4506,LITU,150,4733
8905,4507,ACRU,40,209
13748,4507,LITU,50,1305
13384,4508,LITU,40,326
5596,4508,PITA,20,50
8056,4509,ACRU,40,200
5598,4509,PITA,30,265
14965,4510,QUAL,80,4009
15973,4510,QUCO2,40,452
7936,4511,ACRU,20,274
13882,4511,LITU,40,384
14447,4512,NYSY,10,147
6091,4512,PITA,40,820
5606,4513,PITA,20,68
5607,4513,PITA,30,450
10281,4514,LIST,10,31
4514,4514,PITA,10,50
10690,4515,LIST,10,50
16136,4515,QUFA,10,39
4518,4516,PITA,30,259
6343,4516,PITA,40,405
1240,4516,PITA,50,1207
5616,4517,PITA,10,33
4523,4517,PITA,20,89
3430,4518,PITA,20,144
6106,4518,PITA,120,2864
17044,4518,QUST,30,209
11552,4519,LIST,30,106
5621,4519,PITA,30,273
5622,4519,PITA,40,1271
11800,4520,LIST,40,216
5623,4520,PITA,120,1300
6510,4521,PITA,20,41
12247,4522,LIST,30,69
4532,4522,PITA,30,653
5507,4523,PITA,10,70
6237,4523,PITA,30,305
8329,4524,ACRU,20,70
11927,4524,LIST,20,86
6119,4525,PITA,10,54
10026,4526,LIST,30,129
3447,4526,PITA,30,273
4908,4526,PITA,50,597
9067,4527,ACRU,30,68
9446,4527,BENI,20,182
9439,4527,BENI,30,166
9390,4528,ACRU,40,233
9316,4528,ACRU,50,2776
6600,4529,PITA,10,236
5642,4529,PITA,20,99
5643,4529,PITA,40,431
6592,4530,PITA,40,352
9034,4531,ACRU,10,15
1271,4531,PITA,40,360
9321,4532,ACRU,30,127
12318,4532,LIST,40,112
5647,4532,PITA,160,1553
9081,4533,ACRU,10,20
9896,4533,FRPE,20,60
6260,4533,PITA,40,693
6620,4534,PITA,10,25
6524,4534,PITA,20,96
6385,4535,PITA,60,847
4562,4535,PITA,70,866
6793,4536,PIVI2,70,923
13811,4537,LITU,40,325
6694,4537,PIVI2,40,223
9254,4538,ACRU,50,1550
16199,4538,QUFA,140,3871
14139,4539,LITU,150,3163
15603,4539,QUAL,60,1380
5664,4540,PITA,120,1511
16336,4540,QUPH,100,956
10742,4541,LIST,60,697
13090,4541,LITU,40,181
12086,4542,LIST,10,31
1294,4542,PITA,20,66
16360,4542,QUPH,40,164
11117,4543,LIST,10,31
