Time,SpeciesName,NumCohortsPlanting,NumCohortsSerotiny,NumCohortsResprout,NumCohortsSeed,
80, BENI, 0, 0, 0, 0, 
80, CAGL8, 0, 0, 0, 0, 
80, CATO6, 0, 0, 0, 0, 
80, FAGR, 0, 0, 0, 0, 
80, FRAM2, 0, 0, 0, 0, 
80, FRPE, 0, 0, 0, 0, 
80, JUNI, 0, 0, 0, 0, 
80, JUVI, 0, 0, 0, 0, 
80, LIST, 0, 0, 0, 0, 
80, LITU, 0, 0, 0, 0, 
80, NYSY, 0, 0, 0, 0, 
80, OXAR, 0, 0, 0, 0, 
80, PIEC, 0, 0, 0, 0, 
80, PIST, 0, 0, 0, 0, 
80, PITA, 0, 0, 0, 0, 
80, PIVI2, 0, 0, 0, 0, 
80, PLOC, 0, 0, 0, 0, 
80, PRSE2, 0, 0, 0, 0, 
80, QUAL, 0, 0, 0, 0, 
80, QUCO2, 0, 0, 0, 0, 
80, QUFA, 0, 0, 0, 0, 
80, QUMO4, 0, 0, 0, 0, 
80, QUPH, 0, 0, 0, 0, 
80, QURU, 0, 0, 0, 0, 
80, QUST, 0, 0, 0, 0, 
80, QUVE, 0, 0, 0, 0, 
80, ULAL, 0, 0, 0, 0, 
80, ULAM, 0, 0, 0, 0, 
80, PIPA, 0, 0, 0, 0, 
90, ACRU, 0, 0, 0, 0, 
90, BENI, 0, 0, 0, 0, 
90, CAGL8, 0, 0, 0, 0, 
90, CATO6, 0, 0, 0, 0, 
90, FAGR, 0, 0, 0, 0, 
90, FRAM2, 0, 0, 0, 0, 
90, FRPE, 0, 0, 0, 0, 
90, JUNI, 0, 0, 0, 0, 
90, JUVI, 0, 0, 0, 0, 
90, LIST, 0, 0, 0, 0, 
90, LITU, 0, 0, 0, 0, 
90, NYSY, 0, 0, 0, 0, 
90, OXAR, 0, 0, 0, 0, 
90, PIEC, 0, 0, 0, 0, 
90, PIST, 0, 0, 0, 0, 
90, PITA, 0, 0, 0, 0, 
90, PIVI2, 0, 0, 0, 0, 
90, PLOC, 0, 0, 0, 0, 
90, PRSE2, 0, 0, 0, 0, 
90, QUAL, 0, 0, 0, 0, 
90, QUCO2, 0, 0, 0, 0, 
90, QUFA, 0, 0, 0, 0, 
90, QUMO4, 0, 0, 0, 0, 
90, QUPH, 0, 0, 0, 0, 
90, QURU, 0, 0, 0, 0, 
90, QUST, 0, 0, 0, 0, 
90, QUVE, 0, 0, 0, 0, 
90, ULAL, 0, 0, 0, 0, 
90, ULAM, 0, 0, 0, 0, 
90, PIPA, 0, 0, 0, 0, 
100, ACRU, 0, 0, 0, 0, 
100, BENI, 0, 0, 0, 0, 
100, CAGL8, 0, 0, 0, 0, 
100, CATO6, 0, 0, 0, 0, 
100, FAGR, 0, 0, 0, 0, 
100, FRAM2, 0, 0, 0, 0, 
100, FRPE, 0, 0, 0, 0, 
100, JUNI, 0, 0, 0, 0, 
100, JUVI, 0, 0, 0, 0, 
100, LIST, 0, 0, 0, 0, 
100, LITU, 0, 0, 0, 0, 
100, NYSY, 0, 0, 0, 0, 
100, OXAR, 0, 0, 0, 0, 
100, PIEC, 0, 0, 0, 0, 
100, PIST, 0, 0, 0, 0, 
100, PITA, 0, 0, 0, 0, 
100, PIVI2, 0, 0, 0, 0, 
100, PLOC, 0, 0, 0, 0, 
100, PRSE2, 0, 0, 0, 0, 
100, QUAL, 0, 0, 0, 0, 
100, QUCO2, 0, 0, 0, 0, 
100, QUFA, 0, 0, 0, 0, 
100, QUMO4, 0, 0, 0, 0, 
100, QUPH, 0, 0, 0, 0, 
100, QURU, 0, 0, 0, 0, 
100, QUST, 0, 0, 0, 0, 
100, QUVE, 0, 0, 0, 0, 
100, ULAL, 0, 0, 0, 0, 
100, ULAM, 0, 0, 0, 0, 
100, PIPA, 0, 0, 0, 0, 
